Value,Jahr,Primärenergieträger,Einheit
22860,2005,Elektrizität Import / Export-Saldo,In TJ
2.023743128037606,2005,Elektrizität Import / Export-Saldo,Anteil in %
1129590,2005,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,2005,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
32320,2006,Holz und Holzkohle,In TJ
2.779378251709163,2006,Holz und Holzkohle,Anteil in %
117210,2006,Wasserkraft,In TJ
10.0795459431569,2006,Wasserkraft,Anteil in %
55090,2006,Müll und Industrieabfälle,In TJ
4.737498387582233,2006,Müll und Industrieabfälle,Anteil in %
6520,2006,Kohle,In TJ
0.560691404738358,2006,Kohle,Anteil in %
532310,2006,Rohöl und Erdölprodukte,In TJ
45.77632540740422,2006,Rohöl und Erdölprodukte,Anteil in %
113290,2006,Gas,In TJ
9.742443135400094,2006,Gas,Anteil in %
286300,2006,Kernbrennstoffe,In TJ
24.62054435223804,2006,Kernbrennstoffe,Anteil in %
10080,2006,Übrige erneuerbare Energien,In TJ
0.86683579137464,2006,Übrige erneuerbare Energien,Anteil in %
1153120,2006,Gesamter Energieeinsatz,In TJ
99.16326267360364,2006,Gesamter Energieeinsatz,Anteil in %
9730,2006,Elektrizität Import / Export-Saldo,In TJ
0.836737326396354,2006,Elektrizität Import / Export-Saldo,Anteil in %
1162850,2006,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,2006,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
31450,2007,Holz und Holzkohle,In TJ
2.771926422760645,2007,Holz und Holzkohle,Anteil in %
130940,2007,Wasserkraft,In TJ
11.54073277571634,2007,Wasserkraft,Anteil in %
55260,2007,Müll und Industrieabfälle,In TJ
4.870481848068465,2007,Müll und Industrieabfälle,Anteil in %
7300,2007,Kohle,In TJ
0.643404225314871,2007,Kohle,Anteil in %
508420,2007,Rohöl und Erdölprodukte,In TJ
44.810900854053,2007,Rohöl und Erdölprodukte,Anteil in %
110310,2007,Gas,In TJ
9.722454807463489,2007,Gas,Anteil in %
287390,2007,Kernbrennstoffe,In TJ
25.32985483743026,2007,Kernbrennstoffe,Anteil in %
10950,2007,Übrige erneuerbare Energien,In TJ
0.965106337972307,2007,Übrige erneuerbare Energien,Anteil in %
1142020,2007,Gesamter Energieeinsatz,In TJ
100.6548621087794,2007,Gesamter Energieeinsatz,Anteil in %
-7430,2007,Elektrizität Import / Export-Saldo,In TJ
-0.654862108779383,2007,Elektrizität Import / Export-Saldo,Anteil in %
1134590,2007,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,2007,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
35590,2008,Holz und Holzkohle,In TJ
3.043753420908594,2008,Holz und Holzkohle,Anteil in %
135210,2008,Wasserkraft,In TJ
11.563526272578,2008,Wasserkraft,Anteil in %
54800,2008,Müll und Industrieabfälle,In TJ
4.686644772851669,2008,Müll und Industrieabfälle,Anteil in %
6560,2008,Kohle,In TJ
0.561029009304871,2008,Kohle,Anteil in %
525990,2008,Rohöl und Erdölprodukte,In TJ
44.98409277504105,2008,Rohöl und Erdölprodukte,Anteil in %
117530,2008,Gas,In TJ
10.0514846743295,2008,Gas,Anteil in %
285080,2008,Kernbrennstoffe,In TJ
24.38081554460865,2008,Kernbrennstoffe,Anteil in %
12610,2008,Übrige erneuerbare Energien,In TJ
1.078441434044882,2008,Übrige erneuerbare Energien,Anteil in %
1173370,2008,Gesamter Energieeinsatz,In TJ
100.3497879036672,2008,Gesamter Energieeinsatz,Anteil in %
-4090,2008,Elektrizität Import / Export-Saldo,In TJ
-0.349787903667214,2008,Elektrizität Import / Export-Saldo,Anteil in %
1169280,2008,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,2008,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
37120,2009,Holz und Holzkohle,In TJ
3.238357789681224,2009,Holz und Holzkohle,Anteil in %
133690,2009,Wasserkraft,In TJ
11.66314797689878,2009,Wasserkraft,Anteil in %
52910,2009,Müll und Industrieabfälle,In TJ
4.615881213686249,2009,Müll und Industrieabfälle,Anteil in %
6190,2009,Kohle,In TJ
0.540017099087467,2009,Kohle,Anteil in %
512710,2009,Rohöl und Erdölprodukte,In TJ
44.72894456755012,2009,Rohöl und Erdölprodukte,Anteil in %
112810,2009,Gas,In TJ
9.841571720203096,2009,Gas,Anteil in %
284930,2009,Kernbrennstoffe,In TJ
24.85736220403748,2009,Kernbrennstoffe,Anteil in %
13660,2009,Übrige erneuerbare Energien,In TJ
1.191701708163942,2009,Übrige erneuerbare Energien,Anteil in %
1154020,2009,Gesamter Energieeinsatz,In TJ
100.6769842793084,2009,Gesamter Energieeinsatz,Anteil in %
-7760,2009,Elektrizität Import / Export-Saldo,In TJ
-0.676984279308359,2009,Elektrizität Import / Export-Saldo,Anteil in %
1146260,2009,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,2009,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
40000,2010,Holz und Holzkohle,In TJ
3.39472120852075,2010,Holz und Holzkohle,Anteil in %
134820,2010,Wasserkraft,In TJ
11.44190783331919,2010,Wasserkraft,Anteil in %
54640,2010,Müll und Industrieabfälle,In TJ
4.637189170839345,2010,Müll und Industrieabfälle,Anteil in %
6210,2010,Kohle,In TJ
0.527030467622846,2010,Kohle,Anteil in %
523490,2010,Rohöl und Erdölprodukte,In TJ
44.42756513621319,2010,Rohöl und Erdölprodukte,Anteil in %
126010,2010,Gas,In TJ
10.69422048714249,2010,Gas,Anteil in %
274960,2010,Kernbrennstoffe,In TJ
23.33531358737164,2010,Kernbrennstoffe,Anteil in %
16300,2010,Übrige erneuerbare Energien,In TJ
1.383348892472206,2010,Übrige erneuerbare Energien,Anteil in %
1176430,2010,Gesamter Energieeinsatz,In TJ
99.84129678350166,2010,Gesamter Energieeinsatz,Anteil in %
1870,2010,Elektrizität Import / Export-Saldo,In TJ
0.158703216498345,2010,Elektrizität Import / Export-Saldo,Anteil in %
1178300,2010,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,2010,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
35910,2011,Holz und Holzkohle,In TJ
3.203704199341594,2011,Holz und Holzkohle,Anteil in %
121660,2011,Wasserkraft,In TJ
10.8538750457226,2011,Wasserkraft,Anteil in %
55480,2011,Müll und Industrieabfälle,In TJ
4.949638233903416,2011,Müll und Industrieabfälle,Anteil in %
5840,2011,Kohle,In TJ
0.521014550937202,2011,Kohle,Anteil in %
485280,2011,Rohöl und Erdölprodukte,In TJ
43.29416802719268,2011,Rohöl und Erdölprodukte,Anteil in %
111770,2011,Gas,In TJ
9.971540472303259,2011,Gas,Anteil in %
278840,2011,Kernbrennstoffe,In TJ
24.87666051084406,2011,Kernbrennstoffe,Anteil in %
16800,2011,Übrige erneuerbare Energien,In TJ
1.498808982148115,2011,Übrige erneuerbare Energien,Anteil in %
1111580,2011,Gesamter Energieeinsatz,In TJ
99.16941002239292,2011,Gesamter Energieeinsatz,Anteil in %
9310,2011,Elektrizität Import / Export-Saldo,In TJ
0.83058997760708,2011,Elektrizität Import / Export-Saldo,Anteil in %
1120890,2011,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,2011,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
40380,2012,Holz und Holzkohle,In TJ
3.542571390972496,2012,Holz und Holzkohle,Anteil in %
143660,2012,Wasserkraft,In TJ
12.60341272974514,2012,Wasserkraft,Anteil in %
56390,2012,Müll und Industrieabfälle,In TJ
4.9471421678291,2012,Müll und Industrieabfälle,Anteil in %
5270,2012,Kohle,In TJ
0.46234153616704,2012,Kohle,Anteil in %
494270,2012,Rohöl und Erdölprodukte,In TJ
43.36272316532877,2012,Rohöl und Erdölprodukte,Anteil in %
122520,2012,Gas,In TJ
10.74878273457034,2012,Gas,Anteil in %
265580,2012,Kernbrennstoffe,In TJ
23.29955695924902,2012,Kernbrennstoffe,Anteil in %
19700,2012,Übrige erneuerbare Energien,In TJ
1.728297583015309,2012,Übrige erneuerbare Energien,Anteil in %
1147770,2012,Gesamter Energieeinsatz,In TJ
100.6948282668772,2012,Gesamter Energieeinsatz,Anteil in %
-7920,2012,Elektrizität Import / Export-Saldo,In TJ
-0.694828266877221,2012,Elektrizität Import / Export-Saldo,Anteil in %
1139850,2012,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,2012,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
44370,2013,Holz und Holzkohle,In TJ
3.807831930176875,2013,Holz und Holzkohle,Anteil in %
142460,2013,Wasserkraft,In TJ
12.22591248079778,2013,Wasserkraft,Anteil in %
54830,2013,Müll und Industrieabfälle,In TJ
4.70550878367361,2013,Müll und Industrieabfälle,Anteil in %
5670,2013,Kohle,In TJ
0.486599212172704,2013,Kohle,Anteil in %
503880,2013,Rohöl und Erdölprodukte,In TJ
43.24296490821555,2013,Rohöl und Erdölprodukte,Anteil in %
129030,2013,Gas,In TJ
11.07335032568678,2013,Gas,Anteil in %
271320,2013,Kernbrennstoffe,In TJ
23.28467341211606,2013,Kernbrennstoffe,Anteil in %
22290,2013,Übrige erneuerbare Energien,In TJ
1.912927061610154,2013,Übrige erneuerbare Energien,Anteil in %
1173850,2013,Gesamter Energieeinsatz,In TJ
100.7397681144495,2013,Gesamter Energieeinsatz,Anteil in %
-8620,2013,Elektrizität Import / Export-Saldo,In TJ
-0.739768114449508,2013,Elektrizität Import / Export-Saldo,Anteil in %
1165230,2013,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,2013,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
38500,2014,Holz und Holzkohle,In TJ
3.473224595842956,2014,Holz und Holzkohle,Anteil in %
141510,2014,Wasserkraft,In TJ
12.76613019630485,2014,Wasserkraft,Anteil in %
56880,2014,Müll und Industrieabfälle,In TJ
5.13135103926097,2014,Müll und Industrieabfälle,Anteil in %
5910,2014,Kohle,In TJ
0.53316252886836,2014,Kohle,Anteil in %
462560,2014,Rohöl und Erdölprodukte,In TJ
41.72921478060047,2014,Rohöl und Erdölprodukte,Anteil in %
111770,2014,Gas,In TJ
10.0831769630485,2014,Gas,Anteil in %
287670,2014,Kernbrennstoffe,In TJ
25.95175375288684,2014,Kernbrennstoffe,Anteil in %
23440,2014,Übrige erneuerbare Energien,In TJ
2.114607390300231,2014,Übrige erneuerbare Energien,Anteil in %
1128240,2014,Gesamter Energieeinsatz,In TJ
101.7826212471132,2014,Gesamter Energieeinsatz,Anteil in %
-19760,2014,Elektrizität Import / Export-Saldo,In TJ
-1.782621247113164,2014,Elektrizität Import / Export-Saldo,Anteil in %
1108480,2014,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,2014,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
