Wert,Jahr,Primärenergieträger,Einheit
24.71603385042669,2002,Erdölbrennstoffe,Anteil in %
279810,2002,Treibstoffe,In TJ
33.21068685981508,2002,Treibstoffe,Anteil in %
194500,2002,Elektrizität,In TJ
23.08523138641948,2002,Elektrizität,Anteil in %
94880,2002,Gas,In TJ
11.26132007168884,2002,Gas,Anteil in %
5560,2002,Kohle,In TJ
0.659917154285307,2002,Kohle,Anteil in %
28400,2002,Holz und Holzkohle,In TJ
3.370799852824232,2002,Holz und Holzkohle,Anteil in %
14020,2002,Fernwärme,In TJ
1.664035701992807,2002,Fernwärme,Anteil in %
10190,2002,Abfälle,In TJ
1.209452482404188,2002,Abfälle,Anteil in %
6930,2002,Übrige erneuerbare Energien,In TJ
0.822522640143378,2002,Übrige erneuerbare Energien,Anteil in %
862610,2003,Primärenergieträger - Total,In TJ
100,2003,Primärenergieträger - Total,Anteil in %
218430,2003,Erdölbrennstoffe,In TJ
25.32198792038117,2003,Erdölbrennstoffe,Anteil in %
276640,2003,Treibstoffe,In TJ
32.07011279720847,2003,Treibstoffe,Anteil in %
198440,2003,Elektrizität,In TJ
23.00460231158925,2003,Elektrizität,Anteil in %
100000,2003,Gas,In TJ
11.59272440616269,2003,Gas,Anteil in %
5710,2003,Kohle,In TJ
0.66194456359189,2003,Kohle,Anteil in %
30310,2003,Holz und Holzkohle,In TJ
3.513754767507912,2003,Holz und Holzkohle,Anteil in %
14590,2003,Fernwärme,In TJ
1.691378490859137,2003,Fernwärme,Anteil in %
11060,2003,Abfälle,In TJ
1.282155319321594,2003,Abfälle,Anteil in %
7430,2003,Übrige erneuerbare Energien,In TJ
0.861339423377888,2003,Übrige erneuerbare Energien,Anteil in %
865650,2004,Primärenergieträger - Total,In TJ
100,2004,Primärenergieträger - Total,Anteil in %
215460,2004,Erdölbrennstoffe,In TJ
24.88996707676312,2004,Erdölbrennstoffe,Anteil in %
275420,2004,Treibstoffe,In TJ
31.81655403454052,2004,Treibstoffe,Anteil in %
202220,2004,Elektrizität,In TJ
23.36048056373823,2004,Elektrizität,Anteil in %
103440,2004,Gas,In TJ
11.94940218333045,2004,Gas,Anteil in %
5420,2004,Kohle,In TJ
0.626119101253393,2004,Kohle,Anteil in %
30150,2004,Holz und Holzkohle,In TJ
3.482931900883729,2004,Holz und Holzkohle,Anteil in %
14770,2004,Fernwärme,In TJ
1.706232310980188,2004,Fernwärme,Anteil in %
10980,2004,Abfälle,In TJ
1.268411020620343,2004,Abfälle,Anteil in %
7790,2004,Übrige erneuerbare Energien,In TJ
0.899901807890025,2004,Übrige erneuerbare Energien,Anteil in %
878110,2005,Primärenergieträger - Total,In TJ
100,2005,Primärenergieträger - Total,Anteil in %
215720,2005,Erdölbrennstoffe,In TJ
24.56639828723053,2005,Erdölbrennstoffe,Anteil in %
277500,2005,Treibstoffe,In TJ
31.60196330755828,2005,Treibstoffe,Anteil in %
206390,2005,Elektrizität,In TJ
23.50388903440344,2005,Elektrizität,Anteil in %
106470,2005,Gas,In TJ
12.12490462470533,2005,Gas,Anteil in %
6040,2005,Kohle,In TJ
0.687840931090638,2005,Kohle,Anteil in %
31340,2005,Holz und Holzkohle,In TJ
3.569028937149104,2005,Holz und Holzkohle,Anteil in %
15240,2005,Fernwärme,In TJ
1.735545660566444,2005,Fernwärme,Anteil in %
10880,2005,Abfälle,In TJ
1.239024723553997,2005,Abfälle,Anteil in %
8530,2005,Übrige erneuerbare Energien,In TJ
0.971404493742242,2005,Übrige erneuerbare Energien,Anteil in %
875350,2006,Primärenergieträger - Total,In TJ
100,2006,Primärenergieträger - Total,Anteil in %
207680,2006,Erdölbrennstoffe,In TJ
23.72536699605872,2006,Erdölbrennstoffe,Anteil in %
281300,2006,Treibstoffe,In TJ
32.13571714171474,2006,Treibstoffe,Anteil in %
208020,2006,Elektrizität,In TJ
23.76420860227338,2006,Elektrizität,Anteil in %
104430,2006,Gas,In TJ
11.93008510881362,2006,Gas,Anteil in %
6520,2006,Kohle,In TJ
0.744844919175187,2006,Kohle,Anteil in %
31720,2006,Holz und Holzkohle,In TJ
3.623693379790941,2006,Holz und Holzkohle,Anteil in %
15720,2006,Fernwärme,In TJ
1.795853087336494,2006,Fernwärme,Anteil in %
10990,2006,Abfälle,In TJ
1.255497800879648,2006,Abfälle,Anteil in %
8970,2006,Übrige erneuerbare Energien,In TJ
1.024732963957274,2006,Übrige erneuerbare Energien,Anteil in %
851820,2007,Primärenergieträger - Total,In TJ
100,2007,Primärenergieträger - Total,Anteil in %
180730,2007,Erdölbrennstoffe,In TJ
21.21692376323637,2007,Erdölbrennstoffe,Anteil in %
289330,2007,Treibstoffe,In TJ
33.96609612359418,2007,Treibstoffe,Anteil in %
206760,2007,Elektrizität,In TJ
24.27273367612876,2007,Elektrizität,Anteil in %
102190,2007,Gas,In TJ
11.9966659622925,2007,Gas,Anteil in %
7300,2007,Kohle,In TJ
0.856988565659412,2007,Kohle,Anteil in %
30530,2007,Holz und Holzkohle,In TJ
3.584090535559156,2007,Holz und Holzkohle,Anteil in %
14670,2007,Fernwärme,In TJ
1.72219482989364,2007,Fernwärme,Anteil in %
10600,2007,Abfälle,In TJ
1.244394355615036,2007,Abfälle,Anteil in %
9710,2007,Übrige erneuerbare Energien,In TJ
1.139912188020943,2007,Übrige erneuerbare Energien,Anteil in %
885210,2008,Primärenergieträger - Total,In TJ
100,2008,Primärenergieträger - Total,Anteil in %
188230,2008,Erdölbrennstoffe,In TJ
21.26388088702116,2008,Erdölbrennstoffe,Anteil in %
298420,2008,Treibstoffe,In TJ
33.71177460715536,2008,Treibstoffe,Anteil in %
211420,2008,Elektrizität,In TJ
23.88359824222501,2008,Elektrizität,Anteil in %
108890,2008,Gas,In TJ
12.30103591238237,2008,Gas,Anteil in %
6560,2008,Kohle,In TJ
0.741067091424634,2008,Kohle,Anteil in %
33890,2008,Holz und Holzkohle,In TJ
3.828470080545859,2008,Holz und Holzkohle,Anteil in %
15470,2008,Fernwärme,In TJ
1.747607912246812,2008,Fernwärme,Anteil in %
11130,2008,Abfälle,In TJ
1.257328769444539,2008,Abfälle,Anteil in %
11200,2008,Übrige erneuerbare Energien,In TJ
1.265236497554253,2008,Übrige erneuerbare Energien,Anteil in %
865020,2009,Primärenergieträger - Total,In TJ
100,2009,Primärenergieträger - Total,Anteil in %
182080,2009,Erdölbrennstoffe,In TJ
21.04922429539202,2009,Erdölbrennstoffe,Anteil in %
293450,2009,Treibstoffe,In TJ
33.9240711197429,2009,Treibstoffe,Anteil in %
206980,2009,Elektrizität,In TJ
23.92777045617443,2009,Elektrizität,Anteil in %
104540,2009,Gas,In TJ
12.08526970474671,2009,Gas,Anteil in %
6190,2009,Kohle,In TJ
0.715590390973619,2009,Kohle,Anteil in %
34900,2009,Holz und Holzkohle,In TJ
4.034588795634783,2009,Holz und Holzkohle,Anteil in %
15320,2009,Fernwärme,In TJ
1.771057316593836,2009,Fernwärme,Anteil in %
9510,2009,Abfälle,In TJ
1.099396545744607,2009,Abfälle,Anteil in %
12050,2009,Übrige erneuerbare Energien,In TJ
1.39303137499711,2009,Übrige erneuerbare Energien,Anteil in %
902520,2010,Primärenergieträger - Total,In TJ
100,2010,Primärenergieträger - Total,Anteil in %
190410,2010,Erdölbrennstoffe,In TJ
21.0975934051323,2010,Erdölbrennstoffe,Anteil in %
295080,2010,Treibstoffe,In TJ
32.69512032974338,2010,Treibstoffe,Anteil in %
215230,2010,Elektrizität,In TJ
23.84767096574037,2010,Elektrizität,Anteil in %
115940,2010,Gas,In TJ
12.84625271462128,2010,Gas,Anteil in %
6210,2010,Kohle,In TJ
0.688073394495413,2010,Kohle,Anteil in %
38070,2010,Holz und Holzkohle,In TJ
4.218189070602314,2010,Holz und Holzkohle,Anteil in %
17240,2010,Fernwärme,In TJ
1.910206976022692,2010,Fernwärme,Anteil in %
10040,2010,Abfälle,In TJ
1.112440721535257,2010,Abfälle,Anteil in %
14300,2010,Übrige erneuerbare Energien,In TJ
1.584452422106989,2010,Übrige erneuerbare Energien,Anteil in %
842320,2011,Primärenergieträger - Total,In TJ
100,2011,Primärenergieträger - Total,Anteil in %
150850,2011,Erdölbrennstoffe,In TJ
17.90887073796182,2011,Erdölbrennstoffe,Anteil in %
296590,2011,Treibstoffe,In TJ
35.21108367366322,2011,Treibstoffe,Anteil in %
210960,2011,Elektrizität,In TJ
25.04511349605851,2011,Elektrizität,Anteil in %
104220,2011,Gas,In TJ
12.37296989267737,2011,Gas,Anteil in %
5840,2011,Kohle,In TJ
0.693323202583341,2011,Kohle,Anteil in %
33290,2011,Holz und Holzkohle,In TJ
3.952179694177985,2011,Holz und Holzkohle,Anteil in %
15860,2011,Fernwärme,In TJ
1.882894861810238,2011,Fernwärme,Anteil in %
10510,2011,Abfälle,In TJ
1.247744325197075,2011,Abfälle,Anteil in %
14200,2011,Übrige erneuerbare Energien,In TJ
1.685820115870453,2011,Übrige erneuerbare Energien,Anteil in %
873150,2012,Primärenergieträger - Total,In TJ
100,2012,Primärenergieträger - Total,Anteil in %
161130,2012,Erdölbrennstoffe,In TJ
18.45387390482735,2012,Erdölbrennstoffe,Anteil in %
299850,2012,Treibstoffe,In TJ
34.3411784916681,2012,Treibstoffe,Anteil in %
212300,2012,Elektrizität,In TJ
24.3142644448262,2012,Elektrizität,Anteil in %
114330,2012,Gas,In TJ
13.09397010822883,2012,Gas,Anteil in %
5270,2012,Kohle,In TJ
0.603561816411842,2012,Kohle,Anteil in %
36770,2012,Holz und Holzkohle,In TJ
4.211189371814694,2012,Holz und Holzkohle,Anteil in %
16880,2012,Fernwärme,In TJ
1.933230258260322,2012,Fernwärme,Anteil in %
10300,2012,Abfälle,In TJ
1.179636946687282,2012,Abfälle,Anteil in %
16320,2012,Übrige erneuerbare Energien,In TJ
1.869094657275382,2012,Übrige erneuerbare Energien,Anteil in %
894890,2013,Primärenergieträger - Total,In TJ
100,2013,Primärenergieträger - Total,Anteil in %
168460,2013,Erdölbrennstoffe,In TJ
18.82466001407994,2013,Erdölbrennstoffe,Anteil in %
299770,2013,Treibstoffe,In TJ
33.49797181776531,2013,Treibstoffe,Anteil in %
213560,2013,Elektrizität,In TJ
23.86438556694119,2013,Elektrizität,Anteil in %
120750,2013,Gas,In TJ
13.49327850350322,2013,Gas,Anteil in %
5670,2013,Kohle,In TJ
0.633597425381891,2013,Kohle,Anteil in %
40440,2013,Holz und Holzkohle,In TJ
4.518991160924807,2013,Holz und Holzkohle,Anteil in %
17890,2013,Fernwärme,In TJ
1.999128384494184,2013,Fernwärme,Anteil in %
10450,2013,Abfälle,In TJ
1.167741286638581,2013,Abfälle,Anteil in %
17900,2013,Übrige erneuerbare Energien,In TJ
2.000245840270871,2013,Übrige erneuerbare Energien,Anteil in %
825770,2014,Primärenergieträger - Total,In TJ
100,2014,Primärenergieträger - Total,Anteil in %
127550,2014,Erdölbrennstoffe,In TJ
15.44618961696356,2014,Erdölbrennstoffe,Anteil in %
298260,2014,Treibstoffe,In TJ
36.11901619094905,2014,Treibstoffe,Anteil in %
206880,2014,Elektrizität,In TJ
25.05298085423302,2014,Elektrizität,Anteil in %
107100,2014,Gas,In TJ
12.96971311624302,2014,Gas,Anteil in %
5910,2014,Kohle,In TJ
0.715695653753466,2014,Kohle,Anteil in %
34500,2014,Holz und Holzkohle,In TJ
4.177918790946632,2014,Holz und Holzkohle,Anteil in %
16290,2014,Fernwärme,In TJ
1.972704263899149,2014,Fernwärme,Anteil in %
11830,2014,Abfälle,In TJ
1.43260229846083,2014,Abfälle,Anteil in %
17450,2014,Übrige erneuerbare Energien,In TJ
2.113179214551267,2014,Übrige erneuerbare Energien,Anteil in %
