Wert,Jahr,Primärenergieträger,Einheit
18.05544709098009,1940,Holz und Holzkohle,Anteil in %
"""...""",1940,Fernwärme,In TJ
"""...""",1940,Fernwärme,Anteil in %
"""...""",1940,Abfälle,In TJ
"""...""",1940,Abfälle,Anteil in %
"""...""",1940,Übrige erneuerbare Energien,In TJ
"""...""",1940,Übrige erneuerbare Energien,Anteil in %
121870,1941,Primärenergieträger - Total,In TJ
100,1941,Primärenergieträger - Total,Anteil in %
1940,1941,Erdölbrennstoffe,In TJ
1.591860178879134,1941,Erdölbrennstoffe,Anteil in %
2140,1941,Treibstoffe,In TJ
1.755969475670797,1941,Treibstoffe,Anteil in %
20570,1941,Elektrizität,In TJ
16.87864117502257,1941,Elektrizität,Anteil in %
3490,1941,Gas,In TJ
2.863707229014524,1941,Gas,Anteil in %
62460,1941,Kohle,In TJ
51.25133338803644,1941,Kohle,Anteil in %
31270,1941,Holz und Holzkohle,In TJ
25.65848855337655,1941,Holz und Holzkohle,Anteil in %
"""...""",1941,Fernwärme,In TJ
"""...""",1941,Fernwärme,Anteil in %
"""...""",1941,Abfälle,In TJ
"""...""",1941,Abfälle,Anteil in %
"""...""",1941,Übrige erneuerbare Energien,In TJ
"""...""",1941,Übrige erneuerbare Energien,Anteil in %
116160,1942,Primärenergieträger - Total,In TJ
100,1942,Primärenergieträger - Total,Anteil in %
1510,1942,Erdölbrennstoffe,In TJ
1.299931129476584,1942,Erdölbrennstoffe,Anteil in %
1480,1942,Treibstoffe,In TJ
1.274104683195592,1942,Treibstoffe,Anteil in %
20490,1942,Elektrizität,In TJ
17.63946280991735,1942,Elektrizität,Anteil in %
3390,1942,Gas,In TJ
2.918388429752066,1942,Gas,Anteil in %
58460,1942,Kohle,In TJ
50.32713498622589,1942,Kohle,Anteil in %
30830,1942,Holz und Holzkohle,In TJ
26.54097796143251,1942,Holz und Holzkohle,Anteil in %
"""...""",1942,Fernwärme,In TJ
"""...""",1942,Fernwärme,Anteil in %
"""...""",1942,Abfälle,In TJ
"""...""",1942,Abfälle,Anteil in %
"""...""",1942,Übrige erneuerbare Energien,In TJ
"""...""",1942,Übrige erneuerbare Energien,Anteil in %
111410,1943,Primärenergieträger - Total,In TJ
100,1943,Primärenergieträger - Total,Anteil in %
1320,1943,Erdölbrennstoffe,In TJ
1.184812853424289,1943,Erdölbrennstoffe,Anteil in %
1280,1943,Treibstoffe,In TJ
1.148909433623553,1943,Treibstoffe,Anteil in %
22450,1943,Elektrizität,In TJ
20.15079436316309,1943,Elektrizität,Anteil in %
3350,1943,Gas,In TJ
3.006911408311642,1943,Gas,Anteil in %
51740,1943,Kohle,In TJ
46.44107351225204,1943,Kohle,Anteil in %
31270,1943,Holz und Holzkohle,In TJ
28.06749842922539,1943,Holz und Holzkohle,Anteil in %
"""...""",1943,Fernwärme,In TJ
"""...""",1943,Fernwärme,Anteil in %
"""...""",1943,Abfälle,In TJ
"""...""",1943,Abfälle,Anteil in %
"""...""",1943,Übrige erneuerbare Energien,In TJ
"""...""",1943,Übrige erneuerbare Energien,Anteil in %
101420,1944,Primärenergieträger - Total,In TJ
100,1944,Primärenergieträger - Total,Anteil in %
650,1944,Erdölbrennstoffe,In TJ
0.640899230920923,1944,Erdölbrennstoffe,Anteil in %
1510,1944,Treibstoffe,In TJ
1.488858213370144,1944,Treibstoffe,Anteil in %
24200,1944,Elektrizität,In TJ
23.86117136659436,1944,Elektrizität,Anteil in %
3480,1944,Gas,In TJ
3.431275882468941,1944,Gas,Anteil in %
41320,1944,Kohle,In TJ
40.74147111023467,1944,Kohle,Anteil in %
30260,1944,Holz und Holzkohle,In TJ
29.83632419641096,1944,Holz und Holzkohle,Anteil in %
"""...""",1944,Fernwärme,In TJ
"""...""",1944,Fernwärme,Anteil in %
"""...""",1944,Abfälle,In TJ
"""...""",1944,Abfälle,Anteil in %
"""...""",1944,Übrige erneuerbare Energien,In TJ
"""...""",1944,Übrige erneuerbare Energien,Anteil in %
106670,1945,Primärenergieträger - Total,In TJ
100,1945,Primärenergieträger - Total,Anteil in %
670,1945,Erdölbrennstoffe,In TJ
0.628105371707134,1945,Erdölbrennstoffe,Anteil in %
480,1945,Treibstoffe,In TJ
0.449985937939439,1945,Treibstoffe,Anteil in %
27550,1945,Elektrizität,In TJ
25.82731789631574,1945,Elektrizität,Anteil in %
2430,1945,Gas,In TJ
2.278053810818412,1945,Gas,Anteil in %
42620,1945,Kohle,In TJ
39.95500140620606,1945,Kohle,Anteil in %
32920,1945,Holz und Holzkohle,In TJ
30.86153557701322,1945,Holz und Holzkohle,Anteil in %
"""...""",1945,Fernwärme,In TJ
"""...""",1945,Fernwärme,Anteil in %
"""...""",1945,Abfälle,In TJ
"""...""",1945,Abfälle,Anteil in %
"""...""",1945,Übrige erneuerbare Energien,In TJ
"""...""",1945,Übrige erneuerbare Energien,Anteil in %
126630,1946,Primärenergieträger - Total,In TJ
100,1946,Primärenergieträger - Total,Anteil in %
8690,1946,Erdölbrennstoffe,In TJ
6.862512832662087,1946,Erdölbrennstoffe,Anteil in %
6300,1946,Treibstoffe,In TJ
4.975124378109452,1946,Treibstoffe,Anteil in %
29650,1946,Elektrizität,In TJ
23.41467266840401,1946,Elektrizität,Anteil in %
2820,1946,Gas,In TJ
2.22696043591566,1946,Gas,Anteil in %
44940,1946,Kohle,In TJ
35.48922056384743,1946,Kohle,Anteil in %
34230,1946,Holz und Holzkohle,In TJ
27.03150912106136,1946,Holz und Holzkohle,Anteil in %
"""...""",1946,Fernwärme,In TJ
"""...""",1946,Fernwärme,Anteil in %
"""...""",1946,Abfälle,In TJ
"""...""",1946,Abfälle,Anteil in %
"""...""",1946,Übrige erneuerbare Energien,In TJ
"""...""",1946,Übrige erneuerbare Energien,Anteil in %
138670,1947,Primärenergieträger - Total,In TJ
100,1947,Primärenergieträger - Total,Anteil in %
17450,1947,Erdölbrennstoffe,In TJ
12.58383211942021,1947,Erdölbrennstoffe,Anteil in %
10910,1947,Treibstoffe,In TJ
7.86759933655441,1947,Treibstoffe,Anteil in %
28220,1947,Elektrizität,In TJ
20.3504723444148,1947,Elektrizität,Anteil in %
3300,1947,Gas,In TJ
2.379750486767145,1947,Gas,Anteil in %
56480,1947,Kohle,In TJ
40.72979014927526,1947,Kohle,Anteil in %
22310,1947,Holz und Holzkohle,In TJ
16.08855556356818,1947,Holz und Holzkohle,Anteil in %
"""...""",1947,Fernwärme,In TJ
"""...""",1947,Fernwärme,Anteil in %
"""...""",1947,Abfälle,In TJ
"""...""",1947,Abfälle,Anteil in %
"""...""",1947,Übrige erneuerbare Energien,In TJ
"""...""",1947,Übrige erneuerbare Energien,Anteil in %
147990,1948,Primärenergieträger - Total,In TJ
100,1948,Primärenergieträger - Total,Anteil in %
16060,1948,Erdölbrennstoffe,In TJ
10.85208460031083,1948,Erdölbrennstoffe,Anteil in %
13630,1948,Treibstoffe,In TJ
9.210081762281236,1948,Treibstoffe,Anteil in %
31950,1948,Elektrizität,In TJ
21.58929657409285,1948,Elektrizität,Anteil in %
3650,1948,Gas,In TJ
2.466382863707007,1948,Gas,Anteil in %
59670,1948,Kohle,In TJ
40.32029191161565,1948,Kohle,Anteil in %
23030,1948,Holz und Holzkohle,In TJ
15.56186228799243,1948,Holz und Holzkohle,Anteil in %
"""...""",1948,Fernwärme,In TJ
"""...""",1948,Fernwärme,Anteil in %
"""...""",1948,Abfälle,In TJ
"""...""",1948,Abfälle,Anteil in %
"""...""",1948,Übrige erneuerbare Energien,In TJ
"""...""",1948,Übrige erneuerbare Energien,Anteil in %
145810,1949,Primärenergieträger - Total,In TJ
100,1949,Primärenergieträger - Total,Anteil in %
19360,1949,Erdölbrennstoffe,In TJ
13.27755297990536,1949,Erdölbrennstoffe,Anteil in %
13870,1949,Treibstoffe,In TJ
9.512379123516906,1949,Treibstoffe,Anteil in %
28330,1949,Elektrizität,In TJ
19.4293944173925,1949,Elektrizität,Anteil in %
3740,1949,Gas,In TJ
2.564981825663535,1949,Gas,Anteil in %
59780,1949,Kohle,In TJ
40.99855976956313,1949,Kohle,Anteil in %
20730,1949,Holz und Holzkohle,In TJ
14.21713188395858,1949,Holz und Holzkohle,Anteil in %
"""...""",1949,Fernwärme,In TJ
"""...""",1949,Fernwärme,Anteil in %
"""...""",1949,Abfälle,In TJ
"""...""",1949,Abfälle,Anteil in %
"""...""",1949,Übrige erneuerbare Energien,In TJ
"""...""",1949,Übrige erneuerbare Energien,Anteil in %
167700,1950,Primärenergieträger - Total,In TJ
100,1950,Primärenergieträger - Total,Anteil in %
23670,1950,Erdölbrennstoffe,In TJ
14.11449016100179,1950,Erdölbrennstoffe,Anteil in %
19070,1950,Treibstoffe,In TJ
11.37149672033393,1950,Treibstoffe,Anteil in %
31780,1950,Elektrizität,In TJ
18.9505068574836,1950,Elektrizität,Anteil in %
3770,1950,Gas,In TJ
2.248062015503876,1950,Gas,Anteil in %
67690,1950,Kohle,In TJ
40.36374478234944,1950,Kohle,Anteil in %
21720,1950,Holz und Holzkohle,In TJ
12.95169946332737,1950,Holz und Holzkohle,Anteil in %
"""...""",1950,Fernwärme,In TJ
"""...""",1950,Fernwärme,Anteil in %
"""...""",1950,Abfälle,In TJ
"""...""",1950,Abfälle,Anteil in %
"""...""",1950,Übrige erneuerbare Energien,In TJ
"""...""",1950,Übrige erneuerbare Energien,Anteil in %
179280,1951,Primärenergieträger - Total,In TJ
100,1951,Primärenergieträger - Total,Anteil in %
26470,1951,Erdölbrennstoffe,In TJ
14.76461401160196,1951,Erdölbrennstoffe,Anteil in %
19860,1951,Treibstoffe,In TJ
11.07764390896921,1951,Treibstoffe,Anteil in %
36780,1951,Elektrizität,In TJ
20.51539491298528,1951,Elektrizität,Anteil in %
3870,1951,Gas,In TJ
2.158634538152611,1951,Gas,Anteil in %
70750,1951,Kohle,In TJ
39.46340919232485,1951,Kohle,Anteil in %
21550,1951,Holz und Holzkohle,In TJ
12.02030343596609,1951,Holz und Holzkohle,Anteil in %
"""...""",1951,Fernwärme,In TJ
"""...""",1951,Fernwärme,Anteil in %
"""...""",1951,Abfälle,In TJ
"""...""",1951,Abfälle,Anteil in %
"""...""",1951,Übrige erneuerbare Energien,In TJ
"""...""",1951,Übrige erneuerbare Energien,Anteil in %
187540,1952,Primärenergieträger - Total,In TJ
100,1952,Primärenergieträger - Total,Anteil in %
27580,1952,Erdölbrennstoffe,In TJ
14.70619601151754,1952,Erdölbrennstoffe,Anteil in %
22820,1952,Treibstoffe,In TJ
12.1680708115602,1952,Treibstoffe,Anteil in %
37770,1952,Elektrizität,In TJ
20.13970352991362,1952,Elektrizität,Anteil in %
3930,1952,Gas,In TJ
2.095552948704277,1952,Gas,Anteil in %
74120,1952,Kohle,In TJ
39.52223525647862,1952,Kohle,Anteil in %
21320,1952,Holz und Holzkohle,In TJ
11.36824144182574,1952,Holz und Holzkohle,Anteil in %
"""...""",1952,Fernwärme,In TJ
"""...""",1952,Fernwärme,Anteil in %
"""...""",1952,Abfälle,In TJ
"""...""",1952,Abfälle,Anteil in %
"""...""",1952,Übrige erneuerbare Energien,In TJ
"""...""",1952,Übrige erneuerbare Energien,Anteil in %
179560,1953,Primärenergieträger - Total,In TJ
100,1953,Primärenergieträger - Total,Anteil in %
30410,1953,Erdölbrennstoffe,In TJ
16.93584317219871,1953,Erdölbrennstoffe,Anteil in %
24480,1953,Treibstoffe,In TJ
13.63332590777456,1953,Treibstoffe,Anteil in %
39200,1953,Elektrizität,In TJ
21.83114279349521,1953,Elektrizität,Anteil in %
3970,1953,Gas,In TJ
2.210960124749387,1953,Gas,Anteil in %
61560,1953,Kohle,In TJ
34.28380485631544,1953,Kohle,Anteil in %
19940,1953,Holz und Holzkohle,In TJ
11.1049231454667,1953,Holz und Holzkohle,Anteil in %
"""...""",1953,Fernwärme,In TJ
"""...""",1953,Fernwärme,Anteil in %
"""...""",1953,Abfälle,In TJ
"""...""",1953,Abfälle,Anteil in %
"""...""",1953,Übrige erneuerbare Energien,In TJ
"""...""",1953,Übrige erneuerbare Energien,Anteil in %
202150,1954,Primärenergieträger - Total,In TJ
100,1954,Primärenergieträger - Total,Anteil in %
40680,1954,Erdölbrennstoffe,In TJ
20.12367054167697,1954,Erdölbrennstoffe,Anteil in %
26590,1954,Treibstoffe,In TJ
13.1535988127628,1954,Treibstoffe,Anteil in %
40560,1954,Elektrizität,In TJ
20.06430868167202,1954,Elektrizität,Anteil in %
4050,1954,Gas,In TJ
2.003462775166955,1954,Gas,Anteil in %
71990,1954,Kohle,In TJ
35.61216918130101,1954,Kohle,Anteil in %
18280,1954,Holz und Holzkohle,In TJ
9.042790007420232,1954,Holz und Holzkohle,Anteil in %
"""...""",1954,Fernwärme,In TJ
"""...""",1954,Fernwärme,Anteil in %
"""...""",1954,Abfälle,In TJ
"""...""",1954,Abfälle,Anteil in %
"""...""",1954,Übrige erneuerbare Energien,In TJ
"""...""",1954,Übrige erneuerbare Energien,Anteil in %
220700,1955,Primärenergieträger - Total,In TJ
100,1955,Primärenergieträger - Total,Anteil in %
47690,1955,Erdölbrennstoffe,In TJ
21.60851835070231,1955,Erdölbrennstoffe,Anteil in %
30750,1955,Treibstoffe,In TJ
13.93294064340734,1955,Treibstoffe,Anteil in %
44780,1955,Elektrizität,In TJ
20.28998640688718,1955,Elektrizität,Anteil in %
4030,1955,Gas,In TJ
1.826008155867694,1955,Gas,Anteil in %
75330,1955,Kohle,In TJ
34.13230629814228,1955,Kohle,Anteil in %
18120,1955,Holz und Holzkohle,In TJ
8.210240144993204,1955,Holz und Holzkohle,Anteil in %
"""...""",1955,Fernwärme,In TJ
"""...""",1955,Fernwärme,Anteil in %
"""...""",1955,Abfälle,In TJ
"""...""",1955,Abfälle,Anteil in %
"""...""",1955,Übrige erneuerbare Energien,In TJ
"""...""",1955,Übrige erneuerbare Energien,Anteil in %
249910,1956,Primärenergieträger - Total,In TJ
100,1956,Primärenergieträger - Total,Anteil in %
64000,1956,Erdölbrennstoffe,In TJ
25.60921931895483,1956,Erdölbrennstoffe,Anteil in %
37070,1956,Treibstoffe,In TJ
14.83334000240087,1956,Treibstoffe,Anteil in %
46120,1956,Elektrizität,In TJ
18.45464367172182,1956,Elektrizität,Anteil in %
4190,1956,Gas,In TJ
1.676603577287824,1956,Gas,Anteil in %
81280,1956,Kohle,In TJ
32.52370853507263,1956,Kohle,Anteil in %
17250,1956,Holz und Holzkohle,In TJ
6.902484894562043,1956,Holz und Holzkohle,Anteil in %
"""...""",1956,Fernwärme,In TJ
"""...""",1956,Fernwärme,Anteil in %
"""...""",1956,Abfälle,In TJ
"""...""",1956,Abfälle,Anteil in %
"""...""",1956,Übrige erneuerbare Energien,In TJ
"""...""",1956,Übrige erneuerbare Energien,Anteil in %
245280,1957,Primärenergieträger - Total,In TJ
100,1957,Primärenergieträger - Total,Anteil in %
62490,1957,Erdölbrennstoffe,In TJ
25.47700587084149,1957,Erdölbrennstoffe,Anteil in %
37800,1957,Treibstoffe,In TJ
15.41095890410959,1957,Treibstoffe,Anteil in %
48120,1957,Elektrizität,In TJ
19.61839530332681,1957,Elektrizität,Anteil in %
4130,1957,Gas,In TJ
1.6837899543379,1957,Gas,Anteil in %
74920,1957,Kohle,In TJ
30.54468362687541,1957,Kohle,Anteil in %
17820,1957,Holz und Holzkohle,In TJ
7.265166340508806,1957,Holz und Holzkohle,Anteil in %
"""...""",1957,Fernwärme,In TJ
"""...""",1957,Fernwärme,Anteil in %
"""...""",1957,Abfälle,In TJ
"""...""",1957,Abfälle,Anteil in %
"""...""",1957,Übrige erneuerbare Energien,In TJ
"""...""",1957,Übrige erneuerbare Energien,Anteil in %
256070,1958,Primärenergieträger - Total,In TJ
100,1958,Primärenergieträger - Total,Anteil in %
74750,1958,Erdölbrennstoffe,In TJ
29.19123677119538,1958,Erdölbrennstoffe,Anteil in %
43180,1958,Treibstoffe,In TJ
16.86257663920022,1958,Treibstoffe,Anteil in %
50120,1958,Elektrizität,In TJ
19.57277306986371,1958,Elektrizität,Anteil in %
4100,1958,Gas,In TJ
1.601124692466904,1958,Gas,Anteil in %
67360,1958,Kohle,In TJ
26.3053071425782,1958,Kohle,Anteil in %
16560,1958,Holz und Holzkohle,In TJ
6.466981684695591,1958,Holz und Holzkohle,Anteil in %
"""...""",1958,Fernwärme,In TJ
"""...""",1958,Fernwärme,Anteil in %
"""...""",1958,Abfälle,In TJ
"""...""",1958,Abfälle,Anteil in %
"""...""",1958,Übrige erneuerbare Energien,In TJ
"""...""",1958,Übrige erneuerbare Energien,Anteil in %
265440,1959,Primärenergieträger - Total,In TJ
100,1959,Primärenergieträger - Total,Anteil in %
77190,1959,Erdölbrennstoffe,In TJ
29.08001808318264,1959,Erdölbrennstoffe,Anteil in %
48790,1959,Treibstoffe,In TJ
18.38080168776371,1959,Treibstoffe,Anteil in %
51780,1959,Elektrizität,In TJ
19.50723327305606,1959,Elektrizität,Anteil in %
4060,1959,Gas,In TJ
1.529535864978903,1959,Gas,Anteil in %
68510,1959,Kohle,In TJ
25.80997588908981,1959,Kohle,Anteil in %
15110,1959,Holz und Holzkohle,In TJ
5.692435201928872,1959,Holz und Holzkohle,Anteil in %
"""...""",1959,Fernwärme,In TJ
"""...""",1959,Fernwärme,Anteil in %
"""...""",1959,Abfälle,In TJ
"""...""",1959,Abfälle,Anteil in %
"""...""",1959,Übrige erneuerbare Energien,In TJ
"""...""",1959,Übrige erneuerbare Energien,Anteil in %
294540,1960,Primärenergieträger - Total,In TJ
100,1960,Primärenergieträger - Total,Anteil in %
95300,1960,Erdölbrennstoffe,In TJ
32.35553744822435,1960,Erdölbrennstoffe,Anteil in %
55310,1960,Treibstoffe,In TJ
18.77843416853398,1960,Treibstoffe,Anteil in %
57210,1960,Elektrizität,In TJ
19.42350784273783,1960,Elektrizität,Anteil in %
4120,1960,Gas,In TJ
1.398791335642018,1960,Gas,Anteil in %
68080,1960,Kohle,In TJ
23.11400828410403,1960,Kohle,Anteil in %
14520,1960,Holz und Holzkohle,In TJ
4.929720920757791,1960,Holz und Holzkohle,Anteil in %
"""...""",1960,Fernwärme,In TJ
"""...""",1960,Fernwärme,Anteil in %
"""...""",1960,Abfälle,In TJ
"""...""",1960,Abfälle,Anteil in %
"""...""",1960,Übrige erneuerbare Energien,In TJ
"""...""",1960,Übrige erneuerbare Energien,Anteil in %
311450,1961,Primärenergieträger - Total,In TJ
100,1961,Primärenergieträger - Total,Anteil in %
103560,1961,Erdölbrennstoffe,In TJ
33.25092310162145,1961,Erdölbrennstoffe,Anteil in %
66090,1961,Treibstoffe,In TJ
21.2200995344357,1961,Treibstoffe,Anteil in %
60270,1961,Elektrizität,In TJ
19.35142077379997,1961,Elektrizität,Anteil in %
4090,1961,Gas,In TJ
1.313212393642639,1961,Gas,Anteil in %
63270,1961,Kohle,In TJ
20.31465724835447,1961,Kohle,Anteil in %
14170,1961,Holz und Holzkohle,In TJ
4.549686948145769,1961,Holz und Holzkohle,Anteil in %
"""...""",1961,Fernwärme,In TJ
"""...""",1961,Fernwärme,Anteil in %
"""...""",1961,Abfälle,In TJ
"""...""",1961,Abfälle,Anteil in %
"""...""",1961,Übrige erneuerbare Energien,In TJ
"""...""",1961,Übrige erneuerbare Energien,Anteil in %
358360,1962,Primärenergieträger - Total,In TJ
100,1962,Primärenergieträger - Total,Anteil in %
134470,1962,Erdölbrennstoffe,In TJ
37.52371916508539,1962,Erdölbrennstoffe,Anteil in %
71260,1962,Treibstoffe,In TJ
19.88503181158611,1962,Treibstoffe,Anteil in %
63780,1962,Elektrizität,In TJ
17.79774528407188,1962,Elektrizität,Anteil in %
4210,1962,Gas,In TJ
1.174796294229267,1962,Gas,Anteil in %
68490,1962,Kohle,In TJ
19.11206607880344,1962,Kohle,Anteil in %
16150,1962,Holz und Holzkohle,In TJ
4.506641366223909,1962,Holz und Holzkohle,Anteil in %
"""...""",1962,Fernwärme,In TJ
"""...""",1962,Fernwärme,Anteil in %
"""...""",1962,Abfälle,In TJ
"""...""",1962,Abfälle,Anteil in %
"""...""",1962,Übrige erneuerbare Energien,In TJ
"""...""",1962,Übrige erneuerbare Energien,Anteil in %
407400,1963,Primärenergieträger - Total,In TJ
100,1963,Primärenergieträger - Total,Anteil in %
169340,1963,Erdölbrennstoffe,In TJ
41.56602847324497,1963,Erdölbrennstoffe,Anteil in %
82790,1963,Treibstoffe,In TJ
20.32155130093274,1963,Treibstoffe,Anteil in %
66540,1963,Elektrizität,In TJ
16.33284241531664,1963,Elektrizität,Anteil in %
4400,1963,Gas,In TJ
1.080019636720668,1963,Gas,Anteil in %
68150,1963,Kohle,In TJ
16.72803141875307,1963,Kohle,Anteil in %
16180,1963,Holz und Holzkohle,In TJ
3.97152675503191,1963,Holz und Holzkohle,Anteil in %
"""...""",1963,Fernwärme,In TJ
"""...""",1963,Fernwärme,Anteil in %
"""...""",1963,Abfälle,In TJ
"""...""",1963,Abfälle,Anteil in %
"""...""",1963,Übrige erneuerbare Energien,In TJ
"""...""",1963,Übrige erneuerbare Energien,Anteil in %
418370,1964,Primärenergieträger - Total,In TJ
100,1964,Primärenergieträger - Total,Anteil in %
182220,1964,Erdölbrennstoffe,In TJ
43.55474818940173,1964,Erdölbrennstoffe,Anteil in %
91490,1964,Treibstoffe,In TJ
21.86820278700672,1964,Treibstoffe,Anteil in %
69650,1964,Elektrizität,In TJ
16.64794320816502,1964,Elektrizität,Anteil in %
4280,1964,Gas,In TJ
1.023017902813299,1964,Gas,Anteil in %
54510,1964,Kohle,In TJ
13.02913688840022,1964,Kohle,Anteil in %
16220,1964,Holz und Holzkohle,In TJ
3.876951024213017,1964,Holz und Holzkohle,Anteil in %
"""...""",1964,Fernwärme,In TJ
"""...""",1964,Fernwärme,Anteil in %
"""...""",1964,Abfälle,In TJ
"""...""",1964,Abfälle,Anteil in %
"""...""",1964,Übrige erneuerbare Energien,In TJ
"""...""",1964,Übrige erneuerbare Energien,Anteil in %
447660,1965,Primärenergieträger - Total,In TJ
100,1965,Primärenergieträger - Total,Anteil in %
212980,1965,Erdölbrennstoffe,In TJ
47.57628557387303,1965,Erdölbrennstoffe,Anteil in %
96710,1965,Treibstoffe,In TJ
21.6034490461511,1965,Treibstoffe,Anteil in %
72800,1965,Elektrizität,In TJ
16.26234195594871,1965,Elektrizität,Anteil in %
4360,1965,Gas,In TJ
0.973953446812313,1965,Gas,Anteil in %
43980,1965,Kohle,In TJ
9.824420318992091,1965,Kohle,Anteil in %
16830,1965,Holz und Holzkohle,In TJ
3.759549658222758,1965,Holz und Holzkohle,Anteil in %
"""...""",1965,Fernwärme,In TJ
"""...""",1965,Fernwärme,Anteil in %
"""...""",1965,Abfälle,In TJ
"""...""",1965,Abfälle,Anteil in %
"""...""",1965,Übrige erneuerbare Energien,In TJ
"""...""",1965,Übrige erneuerbare Energien,Anteil in %
450680,1966,Primärenergieträger - Total,In TJ
100,1966,Primärenergieträger - Total,Anteil in %
216960,1966,Erdölbrennstoffe,In TJ
48.14058755658117,1966,Erdölbrennstoffe,Anteil in %
104020,1966,Treibstoffe,In TJ
23.08067808644715,1966,Treibstoffe,Anteil in %
74550,1966,Elektrizität,In TJ
16.54167036478211,1966,Elektrizität,Anteil in %
4350,1966,Gas,In TJ
0.965208129936984,1966,Gas,Anteil in %
36070,1966,Kohle,In TJ
8.003461436052188,1966,Kohle,Anteil in %
14730,1966,Holz und Holzkohle,In TJ
3.268394426200408,1966,Holz und Holzkohle,Anteil in %
"""...""",1966,Fernwärme,In TJ
"""...""",1966,Fernwärme,Anteil in %
"""...""",1966,Abfälle,In TJ
"""...""",1966,Abfälle,Anteil in %
"""...""",1966,Übrige erneuerbare Energien,In TJ
"""...""",1966,Übrige erneuerbare Energien,Anteil in %
470650,1967,Primärenergieträger - Total,In TJ
100,1967,Primärenergieträger - Total,Anteil in %
235220,1967,Erdölbrennstoffe,In TJ
49.97769042813131,1967,Erdölbrennstoffe,Anteil in %
108470,1967,Treibstoffe,In TJ
23.04685010092425,1967,Treibstoffe,Anteil in %
77500,1967,Elektrizität,In TJ
16.46658876022522,1967,Elektrizität,Anteil in %
4470,1967,Gas,In TJ
0.949750345267184,1967,Gas,Anteil in %
30700,1967,Kohle,In TJ
6.522893870179539,1967,Kohle,Anteil in %
14290,1967,Holz und Holzkohle,In TJ
3.036226495272496,1967,Holz und Holzkohle,Anteil in %
"""...""",1967,Fernwärme,In TJ
"""...""",1967,Fernwärme,Anteil in %
"""...""",1967,Abfälle,In TJ
"""...""",1967,Abfälle,Anteil in %
"""...""",1967,Übrige erneuerbare Energien,In TJ
"""...""",1967,Übrige erneuerbare Energien,Anteil in %
506160,1968,Primärenergieträger - Total,In TJ
100,1968,Primärenergieträger - Total,Anteil in %
261550,1968,Erdölbrennstoffe,In TJ
51.67338391022602,1968,Erdölbrennstoffe,Anteil in %
115580,1968,Treibstoffe,In TJ
22.8346767820452,1968,Treibstoffe,Anteil in %
80770,1968,Elektrizität,In TJ
15.95740477319425,1968,Elektrizität,Anteil in %
4700,1968,Gas,In TJ
0.928560139086455,1968,Gas,Anteil in %
29930,1968,Kohle,In TJ
5.913149992097361,1968,Kohle,Anteil in %
13630,1968,Holz und Holzkohle,In TJ
2.692824403350719,1968,Holz und Holzkohle,Anteil in %
"""...""",1968,Fernwärme,In TJ
"""...""",1968,Fernwärme,Anteil in %
"""...""",1968,Abfälle,In TJ
"""...""",1968,Abfälle,Anteil in %
"""...""",1968,Übrige erneuerbare Energien,In TJ
"""...""",1968,Übrige erneuerbare Energien,Anteil in %
547090,1969,Primärenergieträger - Total,In TJ
100,1969,Primärenergieträger - Total,Anteil in %
291150,1969,Erdölbrennstoffe,In TJ
53.21793489188251,1969,Erdölbrennstoffe,Anteil in %
125130,1969,Treibstoffe,In TJ
22.87192235281215,1969,Treibstoffe,Anteil in %
85320,1969,Elektrizität,In TJ
15.59524027125336,1969,Elektrizität,Anteil in %
5950,1969,Gas,In TJ
1.087572428668044,1969,Gas,Anteil in %
27230,1969,Kohle,In TJ
4.97724323237493,1969,Kohle,Anteil in %
12310,1969,Holz und Holzkohle,In TJ
2.250086823009011,1969,Holz und Holzkohle,Anteil in %
"""...""",1969,Fernwärme,In TJ
"""...""",1969,Fernwärme,Anteil in %
"""...""",1969,Abfälle,In TJ
"""...""",1969,Abfälle,Anteil in %
"""...""",1969,Übrige erneuerbare Energien,In TJ
"""...""",1969,Übrige erneuerbare Energien,Anteil in %
586050,1970,Primärenergieträger - Total,In TJ
100,1970,Primärenergieträger - Total,Anteil in %
316510,1970,Erdölbrennstoffe,In TJ
54.00733725791315,1970,Erdölbrennstoffe,Anteil in %
138060,1970,Treibstoffe,In TJ
23.55771691835168,1970,Treibstoffe,Anteil in %
90310,1970,Elektrizität,In TJ
15.40994795665899,1970,Elektrizität,Anteil in %
6620,1970,Gas,In TJ
1.129596450814777,1970,Gas,Anteil in %
24440,1970,Kohle,In TJ
4.170292637147001,1970,Kohle,Anteil in %
10110,1970,Holz und Holzkohle,In TJ
1.72510877911441,1970,Holz und Holzkohle,Anteil in %
"""...""",1970,Fernwärme,In TJ
"""...""",1970,Fernwärme,Anteil in %
"""...""",1970,Abfälle,In TJ
"""...""",1970,Abfälle,Anteil in %
"""...""",1970,Übrige erneuerbare Energien,In TJ
"""...""",1970,Übrige erneuerbare Energien,Anteil in %
613010,1971,Primärenergieträger - Total,In TJ
100,1971,Primärenergieträger - Total,Anteil in %
334490,1971,Erdölbrennstoffe,In TJ
54.56517838208186,1971,Erdölbrennstoffe,Anteil in %
150260,1971,Treibstoffe,In TJ
24.511835043474,1971,Treibstoffe,Anteil in %
94490,1971,Elektrizität,In TJ
15.41410417448329,1971,Elektrizität,Anteil in %
7600,1971,Gas,In TJ
