Wert,Erwerbsstatus,Wirtschaftsabschnitt,Quartal
163094.3,Arbeitnehmer,- Tertiärsektor,2012Q4
164160.3,Arbeitnehmer,- Tertiärsektor,2013Q1
170398.5,Arbeitnehmer,- Tertiärsektor,2013Q2
173566.5,Arbeitnehmer,- Tertiärsektor,2013Q3
174214.1,Arbeitnehmer,- Tertiärsektor,2013Q4
176283.8,Arbeitnehmer,- Tertiärsektor,2014Q1
179134.4,Arbeitnehmer,- Tertiärsektor,2014Q2
181406.1,Arbeitnehmer,- Tertiärsektor,2014Q3
185208.2,Arbeitnehmer,- Tertiärsektor,2014Q4
186646.8,Arbeitnehmer,- Tertiärsektor,2015Q1
189009.1,Arbeitnehmer,- Tertiärsektor,2015Q2
191189.1,Arbeitnehmer,- Tertiärsektor,2015Q3
195191.8,Arbeitnehmer,- Tertiärsektor,2015Q4
197094.4,Arbeitnehmer,- Tertiärsektor,2016Q1
198757.1,Arbeitnehmer,- Tertiärsektor,2016Q2
201213.7,Arbeitnehmer,- Tertiärsektor,2016Q3
24211.1,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2002Q1
24359.3,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2002Q2
24741.3,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2002Q3
25115,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2002Q4
25659.1,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2003Q1
25927.8,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2003Q2
26200.5,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2003Q3
26328.1,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2003Q4
26431.7,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2004Q1
27250.5,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2004Q2
27092.8,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2004Q3
27306.9,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2004Q4
27579.8,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2005Q1
27575.5,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2005Q2
27277.3,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2005Q3
27768.6,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2005Q4
28160.2,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2006Q1
28463.6,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2006Q2
29155.1,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2006Q3
29685,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2006Q4
30239.2,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2007Q1
30922.1,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2007Q2
31151.9,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2007Q3
31322.6,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2007Q4
31568.1,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2008Q1
32261.1,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2008Q2
32348.1,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2008Q3
32750.2,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2008Q4
33133,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2009Q1
33720.7,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2009Q2
33689.9,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2009Q3
34079.4,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2009Q4
34589.3,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2010Q1
35284.1,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2010Q2
35471.2,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2010Q3
35692.4,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2010Q4
36287.3,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2011Q1
36786.8,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2011Q2
37302.3,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2011Q3
37593.2,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2011Q4
38273.5,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2012Q1
38436.4,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2012Q2
38802.8,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2012Q3
39452.1,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2012Q4
39632.4,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2013Q1
40770.9,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2013Q2
41275.8,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2013Q3
41564.7,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2013Q4
41982,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2014Q1
42548.3,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2014Q2
42809.5,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2014Q3
43526.8,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2014Q4
43905.5,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2015Q1
44238.3,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2015Q2
44452.9,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2015Q3
45053,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2015Q4
45397.4,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2016Q1
45565.3,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2016Q2
45851,Arbeitnehmer,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2016Q3
2342.9,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2002Q1
2360.8,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2002Q2
2401.2,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2002Q3
2412.3,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2002Q4
2442.5,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2003Q1
2451.1,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2003Q2
2463.8,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2003Q3
2485,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2003Q4
2483.9,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2004Q1
2593.6,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2004Q2
2627.7,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2004Q3
2612.1,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2004Q4
2655.4,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2005Q1
2660.5,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2005Q2
2618.9,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2005Q3
2634.1,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2005Q4
2683,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2006Q1
2748.9,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2006Q2
2772.3,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2006Q3
2805.6,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2006Q4
2805.1,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2007Q1
2837.5,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2007Q2
2845.7,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2007Q3
2853.3,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2007Q4
2906.8,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2008Q1
2902.9,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2008Q2
2903.1,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2008Q3
2928,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2008Q4
2911.3,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2009Q1
2948.1,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2009Q2
2939.3,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2009Q3
2980.1,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2009Q4
2990.1,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2010Q1
3057.8,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2010Q2
3106.8,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2010Q3
3126.4,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2010Q4
3183.8,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2011Q1
3230.7,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2011Q2
3234.4,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2011Q3
3309.7,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2011Q4
3348.5,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2012Q1
3410.8,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2012Q2
3447.3,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2012Q3
3525.3,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2012Q4
3581.1,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2013Q1
3611,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2013Q2
3668.5,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2013Q3
3662.1,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2013Q4
3702.5,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2014Q1
3772.8,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2014Q2
3755.7,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2014Q3
3797.6,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2014Q4
3844,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2015Q1
3878.3,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2015Q2
3891.2,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2015Q3
3916.6,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2015Q4
3926,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2016Q1
3915.6,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2016Q2
3898.4,Arbeitnehmer,..... Handel und Reparatur von Motorfahrzeugen,2016Q3
9021.5,Arbeitnehmer,..... Grosshandel,2002Q1
9067.4,Arbeitnehmer,..... Grosshandel,2002Q2
9230.4,Arbeitnehmer,..... Grosshandel,2002Q3
9333.4,Arbeitnehmer,..... Grosshandel,2002Q4
9607,Arbeitnehmer,..... Grosshandel,2003Q1
9777.7,Arbeitnehmer,..... Grosshandel,2003Q2
9928.7,Arbeitnehmer,..... Grosshandel,2003Q3
9996,Arbeitnehmer,..... Grosshandel,2003Q4
10050.9,Arbeitnehmer,..... Grosshandel,2004Q1
10373.3,Arbeitnehmer,..... Grosshandel,2004Q2
10317.5,Arbeitnehmer,..... Grosshandel,2004Q3
10365.6,Arbeitnehmer,..... Grosshandel,2004Q4
10543.9,Arbeitnehmer,..... Grosshandel,2005Q1
10617.8,Arbeitnehmer,..... Grosshandel,2005Q2
10504.4,Arbeitnehmer,..... Grosshandel,2005Q3
10733,Arbeitnehmer,..... Grosshandel,2005Q4
10880,Arbeitnehmer,..... Grosshandel,2006Q1
11023.3,Arbeitnehmer,..... Grosshandel,2006Q2
11371.9,Arbeitnehmer,..... Grosshandel,2006Q3
11631.5,Arbeitnehmer,..... Grosshandel,2006Q4
11944.1,Arbeitnehmer,..... Grosshandel,2007Q1
12254,Arbeitnehmer,..... Grosshandel,2007Q2
12374.2,Arbeitnehmer,..... Grosshandel,2007Q3
12452.9,Arbeitnehmer,..... Grosshandel,2007Q4
12596.6,Arbeitnehmer,..... Grosshandel,2008Q1
12920.3,Arbeitnehmer,..... Grosshandel,2008Q2
12873.5,Arbeitnehmer,..... Grosshandel,2008Q3
13039.6,Arbeitnehmer,..... Grosshandel,2008Q4
13279.7,Arbeitnehmer,..... Grosshandel,2009Q1
13621,Arbeitnehmer,..... Grosshandel,2009Q2
13639.8,Arbeitnehmer,..... Grosshandel,2009Q3
13771.4,Arbeitnehmer,..... Grosshandel,2009Q4
14037.3,Arbeitnehmer,..... Grosshandel,2010Q1
14300.2,Arbeitnehmer,..... Grosshandel,2010Q2
14453.1,Arbeitnehmer,..... Grosshandel,2010Q3
14505.4,Arbeitnehmer,..... Grosshandel,2010Q4
14791.1,Arbeitnehmer,..... Grosshandel,2011Q1
14945.5,Arbeitnehmer,..... Grosshandel,2011Q2
15283.6,Arbeitnehmer,..... Grosshandel,2011Q3
15424.5,Arbeitnehmer,..... Grosshandel,2011Q4
15691.4,Arbeitnehmer,..... Grosshandel,2012Q1
15811.6,Arbeitnehmer,..... Grosshandel,2012Q2
16001.4,Arbeitnehmer,..... Grosshandel,2012Q3
16228.7,Arbeitnehmer,..... Grosshandel,2012Q4
16343.6,Arbeitnehmer,..... Grosshandel,2013Q1
16782.5,Arbeitnehmer,..... Grosshandel,2013Q2
16990.7,Arbeitnehmer,..... Grosshandel,2013Q3
17047.3,Arbeitnehmer,..... Grosshandel,2013Q4
17248.9,Arbeitnehmer,..... Grosshandel,2014Q1
17534.2,Arbeitnehmer,..... Grosshandel,2014Q2
17763.1,Arbeitnehmer,..... Grosshandel,2014Q3
18040.7,Arbeitnehmer,..... Grosshandel,2014Q4
18255.7,Arbeitnehmer,..... Grosshandel,2015Q1
18404.6,Arbeitnehmer,..... Grosshandel,2015Q2
18533.8,Arbeitnehmer,..... Grosshandel,2015Q3
18601.3,Arbeitnehmer,..... Grosshandel,2015Q4
18717.6,Arbeitnehmer,..... Grosshandel,2016Q1
18709.9,Arbeitnehmer,..... Grosshandel,2016Q2
18826.8,Arbeitnehmer,..... Grosshandel,2016Q3
12846.7,Arbeitnehmer,..... Detailhandel,2002Q1
12931.1,Arbeitnehmer,..... Detailhandel,2002Q2
13109.7,Arbeitnehmer,..... Detailhandel,2002Q3
13369.3,Arbeitnehmer,..... Detailhandel,2002Q4
13609.6,Arbeitnehmer,..... Detailhandel,2003Q1
13699,Arbeitnehmer,..... Detailhandel,2003Q2
13807.9,Arbeitnehmer,..... Detailhandel,2003Q3
13847.1,Arbeitnehmer,..... Detailhandel,2003Q4
13896.9,Arbeitnehmer,..... Detailhandel,2004Q1
14283.7,Arbeitnehmer,..... Detailhandel,2004Q2
14147.6,Arbeitnehmer,..... Detailhandel,2004Q3
14329.2,Arbeitnehmer,..... Detailhandel,2004Q4
14380.5,Arbeitnehmer,..... Detailhandel,2005Q1
14297.3,Arbeitnehmer,..... Detailhandel,2005Q2
14154.1,Arbeitnehmer,..... Detailhandel,2005Q3
14401.6,Arbeitnehmer,..... Detailhandel,2005Q4
14597.2,Arbeitnehmer,..... Detailhandel,2006Q1
14691.4,Arbeitnehmer,..... Detailhandel,2006Q2
15010.9,Arbeitnehmer,..... Detailhandel,2006Q3
15247.9,Arbeitnehmer,..... Detailhandel,2006Q4
15489.9,Arbeitnehmer,..... Detailhandel,2007Q1
15830.6,Arbeitnehmer,..... Detailhandel,2007Q2
15931.9,Arbeitnehmer,..... Detailhandel,2007Q3
16016.4,Arbeitnehmer,..... Detailhandel,2007Q4
16064.7,Arbeitnehmer,..... Detailhandel,2008Q1
16437.8,Arbeitnehmer,..... Detailhandel,2008Q2
16571.5,Arbeitnehmer,..... Detailhandel,2008Q3
16782.7,Arbeitnehmer,..... Detailhandel,2008Q4
16942,Arbeitnehmer,..... Detailhandel,2009Q1
17151.6,Arbeitnehmer,..... Detailhandel,2009Q2
17110.7,Arbeitnehmer,..... Detailhandel,2009Q3
17327.9,Arbeitnehmer,..... Detailhandel,2009Q4
17561.9,Arbeitnehmer,..... Detailhandel,2010Q1
17926.1,Arbeitnehmer,..... Detailhandel,2010Q2
17911.4,Arbeitnehmer,..... Detailhandel,2010Q3
18060.6,Arbeitnehmer,..... Detailhandel,2010Q4
18312.4,Arbeitnehmer,..... Detailhandel,2011Q1
18610.7,Arbeitnehmer,..... Detailhandel,2011Q2
18784.3,Arbeitnehmer,..... Detailhandel,2011Q3
18859,Arbeitnehmer,..... Detailhandel,2011Q4
19233.6,Arbeitnehmer,..... Detailhandel,2012Q1
19214.1,Arbeitnehmer,..... Detailhandel,2012Q2
19354.1,Arbeitnehmer,..... Detailhandel,2012Q3
19698.1,Arbeitnehmer,..... Detailhandel,2012Q4
19707.6,Arbeitnehmer,..... Detailhandel,2013Q1
20377.4,Arbeitnehmer,..... Detailhandel,2013Q2
20616.7,Arbeitnehmer,..... Detailhandel,2013Q3
20855.3,Arbeitnehmer,..... Detailhandel,2013Q4
21030.6,Arbeitnehmer,..... Detailhandel,2014Q1
21241.3,Arbeitnehmer,..... Detailhandel,2014Q2
21290.7,Arbeitnehmer,..... Detailhandel,2014Q3
21688.5,Arbeitnehmer,..... Detailhandel,2014Q4
21805.8,Arbeitnehmer,..... Detailhandel,2015Q1
21955.4,Arbeitnehmer,..... Detailhandel,2015Q2
22027.8,Arbeitnehmer,..... Detailhandel,2015Q3
22535.1,Arbeitnehmer,..... Detailhandel,2015Q4
22753.9,Arbeitnehmer,..... Detailhandel,2016Q1
22939.8,Arbeitnehmer,..... Detailhandel,2016Q2
23125.8,Arbeitnehmer,..... Detailhandel,2016Q3
7138.9,Arbeitnehmer,> Verkehr und Lagerei,2002Q1
7090.1,Arbeitnehmer,> Verkehr und Lagerei,2002Q2
7086,Arbeitnehmer,> Verkehr und Lagerei,2002Q3
7291,Arbeitnehmer,> Verkehr und Lagerei,2002Q4
7438.5,Arbeitnehmer,> Verkehr und Lagerei,2003Q1
7362.4,Arbeitnehmer,> Verkehr und Lagerei,2003Q2
7370,Arbeitnehmer,> Verkehr und Lagerei,2003Q3
7441.9,Arbeitnehmer,> Verkehr und Lagerei,2003Q4
7532.4,Arbeitnehmer,> Verkehr und Lagerei,2004Q1
7701.7,Arbeitnehmer,> Verkehr und Lagerei,2004Q2
7661.3,Arbeitnehmer,> Verkehr und Lagerei,2004Q3
7787.5,Arbeitnehmer,> Verkehr und Lagerei,2004Q4
7918.2,Arbeitnehmer,> Verkehr und Lagerei,2005Q1
7913.8,Arbeitnehmer,> Verkehr und Lagerei,2005Q2
7881.9,Arbeitnehmer,> Verkehr und Lagerei,2005Q3
8128.2,Arbeitnehmer,> Verkehr und Lagerei,2005Q4
8253,Arbeitnehmer,> Verkehr und Lagerei,2006Q1
8459.7,Arbeitnehmer,> Verkehr und Lagerei,2006Q2
8725.7,Arbeitnehmer,> Verkehr und Lagerei,2006Q3
8931.2,Arbeitnehmer,> Verkehr und Lagerei,2006Q4
9067,Arbeitnehmer,> Verkehr und Lagerei,2007Q1
9207.5,Arbeitnehmer,> Verkehr und Lagerei,2007Q2
9322.6,Arbeitnehmer,> Verkehr und Lagerei,2007Q3
9486.3,Arbeitnehmer,> Verkehr und Lagerei,2007Q4
9690.9,Arbeitnehmer,> Verkehr und Lagerei,2008Q1
9780.9,Arbeitnehmer,> Verkehr und Lagerei,2008Q2
9731.5,Arbeitnehmer,> Verkehr und Lagerei,2008Q3
9886.6,Arbeitnehmer,> Verkehr und Lagerei,2008Q4
10137.8,Arbeitnehmer,> Verkehr und Lagerei,2009Q1
10240.6,Arbeitnehmer,> Verkehr und Lagerei,2009Q2
10259.6,Arbeitnehmer,> Verkehr und Lagerei,2009Q3
10443.9,Arbeitnehmer,> Verkehr und Lagerei,2009Q4
10548.4,Arbeitnehmer,> Verkehr und Lagerei,2010Q1
10739.7,Arbeitnehmer,> Verkehr und Lagerei,2010Q2
10899.7,Arbeitnehmer,> Verkehr und Lagerei,2010Q3
11108.4,Arbeitnehmer,> Verkehr und Lagerei,2010Q4
11432.5,Arbeitnehmer,> Verkehr und Lagerei,2011Q1
11547.6,Arbeitnehmer,> Verkehr und Lagerei,2011Q2
11851.6,Arbeitnehmer,> Verkehr und Lagerei,2011Q3
12055.2,Arbeitnehmer,> Verkehr und Lagerei,2011Q4
12467.9,Arbeitnehmer,> Verkehr und Lagerei,2012Q1
12543.9,Arbeitnehmer,> Verkehr und Lagerei,2012Q2
12736.2,Arbeitnehmer,> Verkehr und Lagerei,2012Q3
12949.2,Arbeitnehmer,> Verkehr und Lagerei,2012Q4
13084.1,Arbeitnehmer,> Verkehr und Lagerei,2013Q1
13205.6,Arbeitnehmer,> Verkehr und Lagerei,2013Q2
13346.5,Arbeitnehmer,> Verkehr und Lagerei,2013Q3
13464.5,Arbeitnehmer,> Verkehr und Lagerei,2013Q4
13708.7,Arbeitnehmer,> Verkehr und Lagerei,2014Q1
13765.9,Arbeitnehmer,> Verkehr und Lagerei,2014Q2
13988.6,Arbeitnehmer,> Verkehr und Lagerei,2014Q3
14297.7,Arbeitnehmer,> Verkehr und Lagerei,2014Q4
14536.5,Arbeitnehmer,> Verkehr und Lagerei,2015Q1
14579.6,Arbeitnehmer,> Verkehr und Lagerei,2015Q2
14675.7,Arbeitnehmer,> Verkehr und Lagerei,2015Q3
14980.9,Arbeitnehmer,> Verkehr und Lagerei,2015Q4
15129.2,Arbeitnehmer,> Verkehr und Lagerei,2016Q1
15092.8,Arbeitnehmer,> Verkehr und Lagerei,2016Q2
15339.5,Arbeitnehmer,> Verkehr und Lagerei,2016Q3
4235.2,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2002Q1
4194.3,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2002Q2
4182.6,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2002Q3
4363,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2002Q4
4431.2,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2003Q1
4319.6,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2003Q2
4350.6,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2003Q3
4399.1,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2003Q4
4471.7,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2004Q1
4542.7,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2004Q2
4516.5,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2004Q3
4613.2,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2004Q4
4684.2,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2005Q1
4637.1,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2005Q2
4625.8,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2005Q3
4784.1,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2005Q4
4870.7,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2006Q1
4896,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2006Q2
5060.9,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2006Q3
5149.4,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2006Q4
5222.2,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2007Q1
5245.6,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2007Q2
5240.7,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2007Q3
5352.6,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2007Q4
5462.9,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2008Q1
5483.8,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2008Q2
5374.4,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2008Q3
5449.2,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2008Q4
5548.3,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2009Q1
5542.3,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2009Q2
5548.2,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2009Q3
5709,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2009Q4
5755.8,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2010Q1
5791.5,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2010Q2
5871.1,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2010Q3
5992.2,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2010Q4
6182.6,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2011Q1
6232.6,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2011Q2
6324.8,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2011Q3
6427,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2011Q4
6607.9,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2012Q1
6632.7,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2012Q2
6741.3,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2012Q3
6903.7,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2012Q4
6964.4,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2013Q1
6992.8,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2013Q2
7049.3,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2013Q3
7135.9,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2013Q4
7243.5,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2014Q1
7255.9,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2014Q2
7311.7,Arbeitnehmer,..... Landverkehr und Transport in Rohrfernleitungen,2014Q3
