category,filename,datum_column,source_url,download_url,title
population,permanent_and_non_permanent_resident_population_by_canton_sex_marital_status_country_of_birth_and_citizenship_2010_2011.csv,Wert,https://opendata.swiss/en/dataset/permanent-and-non-permanent-resident-population-by-canton-sex-marital-status-country-of-birth-and-ci,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0103010000_212,"Permanent and non permanent resident population by canton, sex, marital status, country of birth and citizenship, 2010-2011"
population,permanent_and_non_permanent_resident_population_by_canton_sex_marital_status_country_of_birth_and_citizenship_2014_2015.csv,Wert,https://opendata.swiss/en/dataset/px-x-0103010000_214,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0103010000_214,"Permanent and non permanent resident population by canton, sex, marital status, country of birth and citizenship, 2014-2015"
population,private_households_by_household_size_and_region_1970_2000.csv,Wert,https://opendata.swiss/en/dataset/private-households-by-household-size-and-region-1970-2000,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-4001000000_101,"Private households by household size and region, 1970-2000"
population,bilanz_der_staendigen_wohnbevoelkerung_nach_demographischen_komponenten_institutionellen_gliederungen_staatsangehoerigkeit_und_geschlecht.csv,Wert,https://opendata.swiss/en/dataset/bilanz-der-standigen-wohnbevolkerung-nach-demographischen-komponenten-institutionellen-gliederungen,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0102020000_201,"Bilanz der ständigen Wohnbevölkerung nach demographischen Komponenten, institutionellen Gliederungen, Staatsangehörigkeit und Geschlecht"
population,permanent_and_non_permanent_resident_population_by_institutional_units_sex_domicile_1_year_ago_citizenship_and_age_class_2014_2015.csv,Value,https://opendata.swiss/en/dataset/px-x-0103030000_109,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0103030000_109,"Permanent and non permanent resident population by institutional units, sex, domicile 1 year ago, citizenship and age class, 2014-2015"
population,permanent_and_non_permanent_resident_population_by_institutional_units_sex_domicile_1_year_ago_and_age.csv,Value,https://opendata.swiss/en/dataset/permanent-and-non-permanent-resident-population-by-institutional-units-sex-domicile-1-year-ago-and-a,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0103030000_102,"Permanent and non permanent resident population by institutional units, sex, domicile 1 year ago and age"
population,permanent_and_non_permanent_resident_population_by_institutional_units_sex_domicile_1_year_ago_citizenship_and_age_class_2012_2013.csv,Value,https://opendata.swiss/en/dataset/px-x-0103030000_108,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0103030000_108,"Permanent and non permanent resident population by institutional units, sex, domicile 1 year ago, citizenship and age class, 2012-2013"
population,permanent_and_non_permanent_resident_population_by_canton_sex_citizenship_country_of_birth_and_age_2014_2015.csv,Value,https://opendata.swiss/en/dataset/px-x-0103010000_204,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0103010000_204,"Permanent and non permanent resident population by canton, sex, citizenship, country of birth and age, 2014-2015"
population,permanent_and_non_permanent_resident_population_by_canton_sex_citizenship_country_of_birth_and_age_2012_2013.csv,Value,https://opendata.swiss/en/dataset/px-x-0103010000_203,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0103010000_203,"Permanent and non permanent resident population by canton, sex, citizenship, country of birth and age, 2012-2013"
population,kantonale_bevoelkerungsszenarien_2015_2045__zukuenftige_bevoelkerungsentwicklung_nach_szenario_staatsangehoerigkeit_geschlecht_altersklasse_und_jahr.csv,Wert,https://opendata.swiss/en/dataset/kantonale-bevolkerungsszenarien-2015-2045-zukunftige-bevolkerungsentwicklung-nach-szenario-staatsang,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0104020000_104,"Kantonale Bevölkerungsszenarien 2015-2045 - Zukünftige Bevölkerungsentwicklung nach Szenario, Staatsangehörigkeit, Geschlecht, Altersklasse und Jahr"
population,kantonale_bevoelkerungsszenarien_2015_2045_variante_ar_06_2015_hohes_wanderungssaldo__zukünftige_bevoelkerungsentwicklung_der_kantone_nach_staatsangehoerigkeit_geschlecht_alter_und_jahr.csv,Wert,https://opendata.swiss/en/dataset/kantonale-bevolkerungsszenarien-2015-2045-variante-ar-06-2015-hohes-wanderungssaldo-zukunftige-bevol,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0104020000_106,"Kantonale Bevölkerungsszenarien 2015-2045, Variante AR-06-2015 'hohes Wanderungssaldo' - Zukünftige Bevölkerungsentwicklung der Kantone nach Staatsangehörigkeit, Geschlecht, Alter und Jahr"
population,erwerb_des_schweizer_bürgerrechts_nach_institutionellen_gliederungen_geschlecht_und_ehemalige)_staatsangehoerigkeit.csv,Wert,https://opendata.swiss/en/dataset/erwerb-des-schweizer-burgerrechts-nach-institutionellen-gliederungen-geschlecht-und-ehemalige-staats,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0103030100_102,"Erwerb des Schweizer Bürgerrechts nach institutionellen Gliederungen, Geschlecht und (ehemalige) Staatsangehörigkeit"
population,kantonale_bevoelkerungsszenarien_2015_2045__bevoelkerungswachstum_und_bevoelkerungsindikatoren_nach_szenario_und_jahr.csv,Wert,https://opendata.swiss/en/dataset/kantonale-bevolkerungsszenarien-2015-2045-bevolkerungswachstum-und-bevolkerungsindikatoren-nach-szen,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0104020000_105,Kantonale Bevölkerungsszenarien 2015-2045 - Bevölkerungswachstum und Bevölkerungsindikatoren nach Szenario und Jahr
population,kantonale_bevoelkerungsszenarien_2015_2045__demografische_indikatoren_nach_szenario_staatsangehoerigkeit_und_jahr.csv,Wert,https://opendata.swiss/en/dataset/kantonale-bevolkerungsszenarien-2015-2045-demografische-indikatoren-nach-szenario-staatsangehorigkei,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0104020000_108,"Kantonale Bevölkerungsszenarien 2015-2045 - demografische Indikatoren nach Szenario, Staatsangehörigkeit und Jahr"
population,kantonale_bevoelkerungsszenarien_2015_2045__ziffern_nach_szenario_staatsangehoerigkeit_geschlecht_alter_und_jahr.csv,Wert,https://opendata.swiss/en/dataset/kantonale-bevolkerungsszenarien-2015-2045-ziffern-nach-szenario-staatsangehorigkeit-geschlecht-alter,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0104020000_109,"Kantonale Bevölkerungsszenarien 2015-2045 - Ziffern nach Szenario, Staatsangehörigkeit, Geschlecht, Alter und Jahr"
population,auswanderung_der_staendigen_wohnbevoelkerung_nach_kanton_geschlecht_staatsangehoerigkeit_zielstaat_und_altersklasse.csv,Wert,https://opendata.swiss/en/dataset/auswanderung-der-standigen-wohnbevolkerung-nach-kanton-geschlecht-staatsangehorigkeit-zielstaat-und,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0103020300_104,"Auswanderung der ständigen Wohnbevölkerung nach Kanton, Geschlecht, Staatsangehörigkeit, Zielstaat und Altersklasse"
population,erwerb_des_schweizer_buergerrechts_nach_kanton_geschlecht_land_der_ehemaligen_staatsangehoerigkeit_art_des_erwerbs_und_alter.csv,Wert,https://opendata.swiss/en/dataset/erwerb-des-schweizer-burgerrechts-nach-kanton-geschlecht-land-der-ehemaligen-staatsangehorigkeit-art,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0103030100_101,"Erwerb des Schweizer Bürgerrechts nach Kanton, Geschlecht, Land der (ehemaligen) Staatsangehörigkeit, Art des Erwerbs und Alter"
population,kantonale_bevoelkerungsszenarien_2015_2045_variante_ar_07_2015_tiefes_wanderungssaldo__zukünftige_bevoelkerungsentwicklung_der_kantone_nach_staatsangehoerigkeit_geschlecht_alter_und_jahr.csv,Wert,https://opendata.swiss/en/dataset/kantonale-bevolkerungsszenarien-2015-2045-variante-ar-07-2015-tiefes-wanderungssaldo-zukunftige-bevo,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0104020000_107,"Kantonale Bevölkerungsszenarien 2015-2045, Variante AR-07-2015 'tiefes Wanderungssaldo' - Zukünftige Bevölkerungsentwicklung der Kantone nach Staatsangehörigkeit, Geschlecht, Alter und Jahr"
population,auswanderung_der_staendigen_wohnbevoelkerung_nach_kanton_geschlecht_staatsangehoerigkeit_und_alter.csv,Wert,https://opendata.swiss/en/dataset/auswanderung-der-standigen-wohnbevolkerung-nach-kanton-geschlecht-staatsangehorigkeit-und-alter,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0103020300_101,"Auswanderung der ständigen Wohnbevölkerung nach Kanton, Geschlecht, Staatsangehörigkeit und Alter"
population,permanent_and_non_permanent_resident_population_by_canton_sex_citizenship_country_of_birth_and_age_2010_2011.csv,Wert,https://opendata.swiss/en/dataset/px-x-0103010000_202,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0103010000_202,"Permanent and non permanent resident population by canton, sex, citizenship, country of birth and age, 2010-2011"
population,szenarien_zur_bevoelkerungsentwicklung_der_schweiz_ab_2015_bevoelkerung_und_bewegungen_nach_fünfjahresklassen_geschlecht_staatsangehoerigkeit_und_gemaess_einem_szenario_oder_einer_variante.csv,Wert,https://opendata.swiss/en/dataset/szenarien-zur-bevolkerungsentwicklung-der-schweiz-ab-2015-bevolkerung-und-bewegungen-nach-funfjahres,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0104000000_101,"Szenarien zur Bevölkerungsentwicklung der Schweiz ab 2015, Bevölkerung und Bewegungen nach Fünfjahresklassen, Geschlecht, Staatsangehörigkeit und gemäss einem Szenario oder einer Variante"
population,kantonale_bevoelkerungsszenarien_2015_2045_referenzszenario_ar_00_2015__zukünftige_bevoelkerungsentwicklung_der_kantone_nach_staatsangehoerigkeit_geschlecht_alter_und_jahr.csv,Wert,https://opendata.swiss/en/dataset/kantonale-bevolkerungsszenarien-2015-2045-referenzszenario-ar-00-2015-zukunftige-bevolkerungsentwick,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0104020000_101,"Kantonale Bevölkerungsszenarien 2015-2045, Referenzszenario AR-00-2015 - Zukünftige Bevölkerungsentwicklung der Kantone nach Staatsangehörigkeit, Geschlecht, Alter und Jahr"
population,kantonale_bevoelkerungsszenarien_2015_2045_tiefes_szenario_cr_00_2015__zukünftige_bevoelkerungsentwicklung_der_kantone_nach_staatsangehoerigkeit_geschlecht_alter_und_jahr.csv,Wert,https://opendata.swiss/en/dataset/kantonale-bevolkerungsszenarien-2015-2045-tiefes-szenario-cr-00-2015-zukunftige-bevolkerungsentwickl,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0104020000_103,"Kantonale Bevölkerungsszenarien 2015-2045, 'tiefes' Szenario CR-00-2015 - Zukünftige Bevölkerungsentwicklung der Kantone nach Staatsangehörigkeit, Geschlecht, Alter und Jahr"
population,kantonale_bevoelkerungsszenarien_2015_2045_hohes_szenario_br_00_2015__zukünftige_bevoelkerungsentwicklung_der_kantone_nach_staatsangehoerigkeit_geschlecht_alter_und_jahr.csv,Wert,https://opendata.swiss/en/dataset/kantonale-bevolkerungsszenarien-2015-2045-hohes-szenario-br-00-2015-zukunftige-bevolkerungsentwicklu,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0104020000_102,"Kantonale Bevölkerungsszenarien 2015-2045, 'hohes' Szenario BR-00-2015 - Zukünftige Bevölkerungsentwicklung der Kantone nach Staatsangehörigkeit, Geschlecht, Alter und Jahr"
population,szenarien_zur_bevoelkerungsentwicklung_der_schweiz_ab_2015_bevoelkerungswachstum_und_bevoelkerungsindikatoren_gemaess_einem_szenario_oder_einer_variante.csv,Wert,https://opendata.swiss/en/dataset/szenarien-zur-bevolkerungsentwicklung-der-schweiz-ab-2015-bevolkerungswachstum-und-bevolkerungsindik,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0104000000_104,"Szenarien zur Bevölkerungsentwicklung der Schweiz ab 2015, Bevölkerungswachstum und Bevölkerungsindikatoren gemäss einem Szenario oder einer Variante"
population,szenarien_zur_bevoelkerungsentwicklung_der_schweiz_ab_2015_ziffern_und_indikatoren_nach_alter_geschlecht_staatsangehoerigkeit_und_gemaess_einem_szenario_oder_einer_variante.csv,Wert,https://opendata.swiss/en/dataset/szenarien-zur-bevolkerungsentwicklung-der-schweiz-ab-2015-ziffern-und-indikatoren-nach-alter-geschle,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0104000000_103,"Szenarien zur Bevölkerungsentwicklung der Schweiz ab 2015, Ziffern und Indikatoren nach Alter, Geschlecht, Staatsangehörigkeit und gemäss einem Szenario oder einer Variante"
population,auswanderung_der_staendigen_wohnbevoelkerung_nach_kanton_geschlecht_staatsangehoerigkeit_geburtsstaat_und_altersklasse.csv,Wert,https://opendata.swiss/en/dataset/auswanderung-der-standigen-wohnbevolkerung-nach-kanton-geschlecht-staatsangehorigkeit-geburtsstaat-u,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0103020300_103,"Auswanderung der ständigen Wohnbevölkerung nach Kanton, Geschlecht, Staatsangehörigkeit, Geburtsstaat und Altersklasse"
population,auswanderung_der_staendigen_wohnbevoelkerung_nach_kanton_geschlecht_staatsangehoerigkeit_und_altersklasse.csv,Wert,https://opendata.swiss/en/dataset/auswanderung-der-standigen-wohnbevolkerung-nach-kanton-geschlecht-staatsangehorigkeit-und-altersklas,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0103020300_102,"Auswanderung der ständigen Wohnbevölkerung nach Kanton, Geschlecht, Staatsangehörigkeit und Altersklasse"
population,szenarien_zur_bevoelkerungsentwicklung_der_schweiz_ab_2015_bevoelkerung_und_bewegungen_nach_alter_geschlecht_staatsangehoerigkeit_und_gemaess_einem_szenario_oder_einer_variante.csv,Wert,https://opendata.swiss/en/dataset/szenarien-zur-bevolkerungsentwicklung-der-schweiz-ab-2015-bevolkerung-und-bewegungen-nach-alter-gesc,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0104000000_102,"Szenarien zur Bevölkerungsentwicklung der Schweiz ab 2015, Bevölkerung und Bewegungen nach Alter, Geschlecht, Staatsangehörigkeit und gemäss einem Szenario oder einer Variante"
population,wohnbevoelkerung_am_wirtschaftlichen_wohnsitz_nach_beruflicher_taetigkeit_geschlecht_und_nationalitaet_1990_2000.csv,Wert,https://opendata.swiss/en/dataset/px-x-4002000000_163,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-4002000000_163,"Wohnbevölkerung am wirtschaftlichen Wohnsitz nach beruflicher Tätigkeit, Geschlecht und Nationalität, 1990-2000"
population,wohnbevoelkerung_am_wirtschaftlichen_wohnsitz_nach_institutionellen_gliederungen_geschlecht_geburtsort_und_nationalitaet_1970_2000.csv,Wert,https://opendata.swiss/en/dataset/wohnbevolkerung-am-wirtschaftlichen-wohnsitz-nach-institutionellen-gliederungen-geschlecht-geburtsor,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-4001000000_181,"Wohnbevölkerung am wirtschaftlichen Wohnsitz nach institutionellen Gliederungen, Geschlecht, Geburtsort und Nationalität, 1970-2000"
population,wanderungsbilanz_der_wohnbevoelkerung_am_wirtschaftlichen_wohnsitz_nach_institutionellen_gliederungen_1970_2000.csv,Wert,https://opendata.swiss/en/dataset/wanderungsbilanz-der-wohnbevolkerung-am-wirtschaftlichen-wohnsitz-nach-institutionellen-gliederungen,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-4001000000_183,"Wanderungsbilanz der Wohnbevölkerung am wirtschaftlichen Wohnsitz nach institutionellen Gliederungen, 1970-2000"
population,wohnbevoelkerung_am_wirtschaftlichen_wohnsitz_nach_institutionellen_gliederungen_und_religion_1990_2000.csv,Wert,https://opendata.swiss/en/dataset/wohnbevolkerung-am-wirtschaftlichen-wohnsitz-nach-institutionellen-gliederungen-und-religion-1990-20,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-4002000000_122,"Wohnbevölkerung am wirtschaftlichen Wohnsitz nach institutionellen Gliederungen und Religion, 1990-2000"
population,wohnbevoelkerung_am_wirtschaftlichen_wohnsitz_nach_beruflicher_taetigkeit_geschlecht_und_nationalitaet_1970_2000.csv,Wert,https://opendata.swiss/en/dataset/px-x-4001000000_162,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-4001000000_162,"Wohnbevölkerung am wirtschaftlichen Wohnsitz nach beruflicher Tätigkeit, Geschlecht und Nationalität, 1970-2000"
population,wohnbevoelkerung_am_wirtschaftlichen_wohnsitz_nach_institutionellen_gliederungen_geschlecht_beruflicher_taetigkeit_und_nationalitaet_1990_2000.csv,Wert,https://opendata.swiss/en/dataset/px-x-4002000000_162,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-4002000000_162,"Wohnbevölkerung am wirtschaftlichen Wohnsitz nach institutionellen Gliederungen, Geschlecht, beruflicher Tätigkeit und Nationalität, 1990-2000"
population,wohnbevoelkerung_am_wirtschaftlichen_wohnsitz_nach_institutionellen_gliederungen_geschlecht_arbeitsmarktstatus_und_nationalitaet_1970_2000.csv,Wert,https://opendata.swiss/en/dataset/wohnbevolkerung-am-wirtschaftlichen-wohnsitz-nach-institutionellen-gliederungen-geschlecht-arbeitsma,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-4001000000_142,"Wohnbevölkerung am wirtschaftlichen Wohnsitz nach institutionellen Gliederungen, Geschlecht, Arbeitsmarktstatus und Nationalität, 1970-2000"
population,erwerbstaetige_am_wirtschaftlichen_wohnsitz_nach_institutionellen_gliederungen_wirtschaftszweig_der_unternehmung_geschlecht_und_nationalitaet_1990_2000.csv,Wert,https://opendata.swiss/en/dataset/erwerbstatige-am-wirtschaftlichen-wohnsitz-nach-institutionellen-gliederungen-wirtschaftszweig-der-u,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-4002000000_141,"Erwerbstätige am wirtschaftlichen Wohnsitz nach institutionellen Gliederungen, Wirtschaftszweig der Unternehmung, Geschlecht und Nationalität, 1990-2000"
population,wohnbevoelkerung_am_wirtschaftlichen_wohnsitz_nach_institutionellen_gliederungen_geschlecht_sozio_professioneller_kategorie_und_nationalitaet_1990_2000.csv,Wert,https://opendata.swiss/en/dataset/px-x-4002000000_143,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-4002000000_143,"Wohnbevölkerung am wirtschaftlichen Wohnsitz nach institutionellen Gliederungen, Geschlecht, sozio-professioneller Kategorie und Nationalität, 1990-2000"
population,wohnbevoelkerung_am_wirtschaftlichen_wohnsitz_nach_institutionellen_gliederungen_arbeitsmarktstatus_geschlecht_und_nationalitaet_1990_2000.csv,Wert,https://opendata.swiss/en/dataset/wohnbevolkerung-am-wirtschaftlichen-wohnsitz-nach-institutionellen-gliederungen-arbeitsmarktstatus-g,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-4002000000_142,"Wohnbevölkerung am wirtschaftlichen Wohnsitz nach institutionellen Gliederungen, Arbeitsmarktstatus, Geschlecht und Nationalität, 1990-2000"
population,einwanderung_der_staendigen_wohnbevoelkerung_nach_kanton_geschlecht_staatsangehoerigkeit_herkunftsstaat_und_altersklasse.csv,Wert,https://opendata.swiss/en/dataset/einwanderung-der-standigen-wohnbevolkerung-nach-kanton-geschlecht-staatsangehorigkeit-herkunftsstaat,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0103020200_104,"Einwanderung der ständigen Wohnbevölkerung nach Kanton, Geschlecht, Staatsangehörigkeit, Herkunftsstaat und Altersklasse"
population,wohnbevoelkerung_am_wirtschaftlichen_wohnsitz_nach_institutionellen_gliederungen_nationalitaet_und_hauptsprache_1990_2000.csv,Wert,https://opendata.swiss/en/dataset/wohnbevolkerung-am-wirtschaftlichen-wohnsitz-nach-institutionellen-gliederungen-nationalitat-und-hau,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-4002000000_121,"Wohnbevölkerung am wirtschaftlichen Wohnsitz nach institutionellen Gliederungen, Nationalität und Hauptsprache, 1990-2000"
population,wohnbevoelkerung_am_wirtschaftlichen_wohnsitz_nach_institutionellen_gliederungen_geschlecht_hoechster_abgeschlossener_ausbildung_und_nationalitaet_1990_2000.csv,Wert,https://opendata.swiss/en/dataset/px-x-4002000000_161,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-4002000000_161,"Wohnbevölkerung am wirtschaftlichen Wohnsitz nach institutionellen Gliederungen, Geschlecht, höchster abgeschlossener Ausbildung und Nationalität, 1990-2000"
population,wohnbevoelkerung_am_wirtschaftlichen_wohnsitz_nach_institutionellen_gliederungen_geschlecht_wohnort_vor_5_jahren_und_nationalitaet_1970_2000.csv,Wert,https://opendata.swiss/en/dataset/wohnbevolkerung-am-wirtschaftlichen-wohnsitz-nach-institutionellen-gliederungen-geschlecht-wohnort-v,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-4001000000_182,"Wohnbevölkerung am wirtschaftlichen Wohnsitz nach institutionellen Gliederungen, Geschlecht, Wohnort vor 5 Jahren und Nationalität, 1970-2000"
population,wohnbevoelkerung_am_wirtschaftlichen_wohnsitz_nach_institutionellen_gliederungen_geschlecht_wirtschaftssektoren_und_nationalitaet_1970_2000.csv,Wert,https://opendata.swiss/en/dataset/wohnbevolkerung-am-wirtschaftlichen-wohnsitz-nach-institutionellen-gliederungen-geschlecht-wirtschaf,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-4001000000_141,"Wohnbevölkerung am wirtschaftlichen Wohnsitz nach institutionellen Gliederungen, Geschlecht, Wirtschaftssektoren und Nationalität, 1970-2000"
population,wohnbevoelkerung_am_wirtschaftlichen_wohnsitz_nach_institutionellen_gliederungen_geschlecht_beruflicher_taetigkeit_und_nationalitaet_1970_2000.csv,Wert,https://opendata.swiss/en/dataset/px-x-4001000000_161,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-4001000000_161,"Wohnbevölkerung am wirtschaftlichen Wohnsitz nach institutionellen Gliederungen, Geschlecht, beruflicher Tätigkeit und Nationalität, 1970-2000"
population,wohnbevoelkerung_am_wirtschaftlichen_wohnsitz_nach_institutionellen_gliederungen_und_religion_1970_2000.csv,Wert,https://opendata.swiss/en/dataset/wohnbevolkerung-am-wirtschaftlichen-wohnsitz-nach-institutionellen-gliederungen-und-religion-1970-20,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-4001000000_122,"Wohnbevölkerung am wirtschaftlichen Wohnsitz nach institutionellen Gliederungen und Religion, 1970-2000"
population,wohnbevoelkerung_am_wirtschaftlichen_wohnsitz_nach_institutionellen_gliederungen_zivilstand_geschlecht_und_nationalitaet_1970_2000.csv,Wert,https://opendata.swiss/en/dataset/wohnbevolkerung-am-wirtschaftlichen-wohnsitz-nach-institutionellen-gliederungen-zivilstand-geschlech,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-4001000000_121,"Wohnbevölkerung am wirtschaftlichen Wohnsitz nach institutionellen Gliederungen, Zivilstand, Geschlecht und Nationalität, 1970-2000"
population,wohnbevoelkerung_am_wirtschaftlichen_wohnsitz_nach_institutionellen_gliederungen_hauptsprache_und_nationalitaet_1970_2000.csv,Wert,https://opendata.swiss/en/dataset/wohnbevolkerung-am-wirtschaftlichen-wohnsitz-nach-institutionellen-gliederungen-hauptsprache-und-nat,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-4001000000_123,"Wohnbevölkerung am wirtschaftlichen Wohnsitz nach institutionellen Gliederungen, Hauptsprache und Nationalität, 1970-2000"
population,familienhaushalte_mit_kindern_nach_institutionellen_gliederungen_haushaltstyp_und_anzahl_lediger_kinder_unter_18_jahren_1970_2000.csv,Wert,https://opendata.swiss/en/dataset/familienhaushalte-mit-kindern-nach-institutionellen-gliederungen-haushaltstyp-und-anzahl-lediger-kin,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-4001000000_103,"Familienhaushalte mit Kindern nach institutionellen Gliederungen, Haushaltstyp und Anzahl lediger Kinder unter 18 Jahren, 1970-2000"
population,permanent_resident_population_in_private_households_by_institutional_units_and_household_size.csv,Wert,https://opendata.swiss/en/dataset/permanent-resident-population-in-private-households-by-institutional-units-and-household-size,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0102020000_401,Permanent resident population in private households by institutional units and household size
population,zivilstandsstatistik_1971_2010_nach_zivilstand_alter_staatsangehoerigkeit_und_geschlecht.csv,Wert,https://opendata.swiss/en/dataset/zivilstandsstatistik-1971-2010-alter-zivilstand-demographische-komponente-staatsangehorigkeit-geschl,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0102020000_105,"Zivilstandsstatistik 1971-2010 nach Zivilstand, Alter, Staatsangehörigkeit und Geschlecht"
population,haushalte_nach_haushaltstyp_und_institutionellen_gliederungen_1970_2000.csv,Wert,https://opendata.swiss/en/dataset/haushalte-nach-haushaltstyp-und-institutionellen-gliederungen-1970-2000,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-4001000000_102,"Haushalte nach Haushaltstyp und institutionellen Gliederungen, 1970-2000"
population,wohnbevoelkerung_nach_wohnsitztyp_institutionellen_gliederungen_geschlecht_geburtsort_und_nationalitaet_2000.csv,Wert,https://opendata.swiss/en/dataset/wohnbevolkerung-nach-wohnsitztyp-institutionellen-gliederungen-geschlecht-geburtsort-und-nationalita,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-4003000000_181,"Wohnbevölkerung nach Wohnsitztyp, institutionellen Gliederungen, Geschlecht, Geburtsort und Nationalität, 2000"
population,wohnbevoelkerung_nach_wohnsitztyp_institutionellen_gliederungen_hauptsprache_und_nationalitaet_2000.csv,Wert,https://opendata.swiss/en/dataset/wohnbevolkerung-nach-wohnsitztyp-institutionellen-gliederungen-hauptsprache-und-nationalitat-2000,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-4003000000_123,"Wohnbevölkerung nach Wohnsitztyp, institutionellen Gliederungen, Hauptsprache und Nationalität, 2000"
population,kantonsstatistik_1971_2010_nach_kanton_staatsangehoerigkeit_und_geschlecht.csv,Wert,https://opendata.swiss/en/dataset/kantonsstatistik-1971-2010-kanton-demographische-komponente-staatsangehorigkeit-geschlecht,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0102020000_101,"Kantonsstatistik 1971-2010 nach Kanton, Staatsangehörigkeit und Geschlecht"
population,nationalitaetenstatistik_1981_2009_nach_staatsangehoerigkeit_land)_und_geschlecht.csv,Wert,https://opendata.swiss/en/dataset/nationalitatenstatistik-1981-2010-staatsangehorigkeit-nach-staaten-demographische-komponente-geschle,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0103010000_151,Nationalitätenstatistik 1981-2009 nach Staatsangehörigkeit (Land) und Geschlecht
population,alters_kantonsstatistik_1981_2010_nach_kanton_alter_staatsangehoerigkeit_und_geschlecht.csv,Wert,https://opendata.swiss/en/dataset/alters-kantonsstatistik-1981-2010-kanton-demographische-komponente-alter-staatsangehorigkeit-geschle,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0102020000_104,"Alters-Kantonsstatistik 1981-2010 nach Kanton, Alter, Staatsangehörigkeit und Geschlecht"
population,private_households_by_institutional_units_and_household_size.csv,Wert,https://opendata.swiss/en/dataset/private-households-by-institutional-units-and-household-size,https://www.pxweb.bfs.admin.ch/DownloadFile.aspx?file=px-x-0102020000_402,Private households by institutional units and household size
